batter_id,batter_name,bowler_id,bowler_name,balls_faced,runs_scored,dismissals,strike_rate,4s,6s
PLY_0510,Ruturaj Gaikwad,PLY_0301,Khaleel Ahmed,27,16,1,59,1,0
PLY_0510,Ruturaj Gaikwad,PLY_0462,Rahul Chahar,37,40,1,108,2,1
PLY_0510,Ruturaj Gaikwad,PLY_0700,Matt Henry,18,25,0,139,2,0
PLY_0510,Ruturaj Gaikwad,PLY_0591,Spencer Johnson,7,11,1,157,1,1
PLY_0510,Ruturaj Gaikwad,PLY_0419,Noor Ahmad,12,14,1,117,1,0
PLY_0510,Ruturaj Gaikwad,PLY_0089,Axar Patel,40,58,1,145,2,4
PLY_0510,Ruturaj Gaikwad,PLY_0315,Kyle Jamieson,4,2,0,50,0,0
PLY_0510,Ruturaj Gaikwad,PLY_0306,Kuldeep Yadav,15,31,0,207,1,3
PLY_0510,Ruturaj Gaikwad,PLY_0393,Mukesh Kumar,1,1,0,100,0,0
PLY_0510,Ruturaj Gaikwad,PLY_0616,T Natarajan,28,35,3,125,4,0
PLY_0510,Ruturaj Gaikwad,PLY_0374,Mitchell Starc,14,12,1,86,2,0
PLY_0510,Ruturaj Gaikwad,PLY_0254,Jason Holder,5,12,1,240,1,1
PLY_0510,Ruturaj Gaikwad,PLY_0206,Glenn Phillips,3,2,0,67,0,0
PLY_0510,Ruturaj Gaikwad,PLY_0478,Rashid Khan,66,108,2,164,11,3
PLY_0510,Ruturaj Gaikwad,PLY_0466,Rahul Tewatia,17,31,1,182,2,2
PLY_0510,Ruturaj Gaikwad,PLY_0673,Washington Sundar,22,26,0,118,1,1
PLY_0510,Ruturaj Gaikwad,PLY_0075,Arshad Khan,13,22,0,169,2,2
PLY_0510,Ruturaj Gaikwad,PLY_0711,Kulwant Khejroliya,4,9,0,225,0,1
PLY_0510,Ruturaj Gaikwad,PLY_0383,Mohammed Siraj,47,63,1,134,11,0
PLY_0510,Ruturaj Gaikwad,PLY_0445,Prasidh Krishna,17,22,0,129,3,1
PLY_0510,Ruturaj Gaikwad,PLY_0282,Kagiso Rabada,40,46,2,115,5,1
PLY_0510,Ruturaj Gaikwad,PLY_0520,Sai Kishore,19,12,0,63,0,0
PLY_0510,Ruturaj Gaikwad,PLY_0235,Ishant Sharma,11,20,0,182,4,0
PLY_0510,Ruturaj Gaikwad,PLY_0120,Cameron Green,15,12,0,80,2,0
PLY_0510,Ruturaj Gaikwad,PLY_0604,Sunil Narine,49,63,1,129,3,3
PLY_0510,Ruturaj Gaikwad,PLY_0069,Anukul Roy,8,17,0,213,4,0
PLY_0510,Ruturaj Gaikwad,PLY_0651,Vaibhav Arora,20,27,0,135,4,0
PLY_0510,Ruturaj Gaikwad,PLY_0408,Navdeep Saini,8,14,0,175,2,0
PLY_0510,Ruturaj Gaikwad,PLY_0645,Umran Malik,23,40,0,174,4,2
PLY_0510,Ruturaj Gaikwad,PLY_0672,Wanindu Hasaranga,16,31,1,194,1,3
PLY_0510,Ruturaj Gaikwad,PLY_0541,Shahbaz Ahmed,16,20,2,125,3,0
PLY_0510,Ruturaj Gaikwad,PLY_0723,Akash Singh,17,33,0,194,5,1
PLY_0510,Ruturaj Gaikwad,PLY_0088,Avesh Khan,22,19,1,86,1,0
PLY_0510,Ruturaj Gaikwad,PLY_0066,Anrich Nortje,32,46,2,144,5,2
PLY_0510,Ruturaj Gaikwad,PLY_0214,Hardik Pandya,19,30,1,158,2,2
PLY_0510,Ruturaj Gaikwad,PLY_0678,Will Jacks,3,8,0,267,0,1
PLY_0510,Ruturaj Gaikwad,PLY_0373,Mitchell Santner,6,14,0,233,2,1
PLY_0510,Ruturaj Gaikwad,PLY_0555,Shardul Thakur,7,11,0,157,2,0
PLY_0510,Ruturaj Gaikwad,PLY_0637,Trent Boult,32,34,3,106,5,1
PLY_0510,Ruturaj Gaikwad,PLY_0256,Jasprit Bumrah,18,29,0,161,2,2
PLY_0510,Ruturaj Gaikwad,PLY_0163,Deepak Chahar,4,7,0,175,0,1
PLY_0510,Ruturaj Gaikwad,PLY_0363,Mayank Markande,17,18,0,106,1,0
PLY_0510,Ruturaj Gaikwad,PLY_0094,Azmatullah Omarzai,10,8,0,80,1,0
PLY_0510,Ruturaj Gaikwad,PLY_0351,Marco Jansen,22,35,0,159,3,2
PLY_0510,Ruturaj Gaikwad,PLY_0352,Marcus Stoinis,13,20,0,154,0,1
PLY_0510,Ruturaj Gaikwad,PLY_0076,Arshdeep Singh,41,42,3,102,7,0
PLY_0510,Ruturaj Gaikwad,PLY_0680,Xavier Bartlett,4,6,0,150,1,0
PLY_0510,Ruturaj Gaikwad,PLY_0693,Yuzvendra Chahal,48,53,3,110,5,1
PLY_0510,Ruturaj Gaikwad,PLY_0328,Lockie Ferguson,32,56,1,175,7,2
PLY_0510,Ruturaj Gaikwad,PLY_0218,Harpreet Brar,15,27,0,180,3,1
PLY_0510,Ruturaj Gaikwad,PLY_0741,Vijaykumar Vyshak,4,5,0,125,0,0
PLY_0510,Ruturaj Gaikwad,PLY_0267,Jofra Archer,16,9,1,56,1,0
PLY_0510,Ruturaj Gaikwad,PLY_0746,Nandre Burger,16,17,0,106,0,2
PLY_0510,Ruturaj Gaikwad,PLY_0639,Tushar Deshpande,8,8,0,100,0,0
PLY_0510,Ruturaj Gaikwad,PLY_0018,Adam Milne,13,12,0,92,2,0
PLY_0510,Ruturaj Gaikwad,PLY_0748,Vignesh Puthur,4,3,1,75,0,0
PLY_0510,Ruturaj Gaikwad,PLY_0481,Ravi Bishnoi,18,29,1,161,5,0
PLY_0510,Ruturaj Gaikwad,PLY_0530,Sandeep Sharma,53,50,1,94,6,0
PLY_0510,Ruturaj Gaikwad,PLY_0305,Krunal Pandya,19,34,0,179,4,1
PLY_0510,Ruturaj Gaikwad,PLY_0506,Romario Shepherd,3,6,0,200,1,0
PLY_0510,Ruturaj Gaikwad,PLY_0756,Jacob Duffy,3,7,1,233,0,1
PLY_0510,Ruturaj Gaikwad,PLY_0273,Josh Hazlewood,18,9,2,50,1,0
PLY_0510,Ruturaj Gaikwad,PLY_0109,Bhuvneshwar Kumar,49,69,0,141,7,3
PLY_0510,Ruturaj Gaikwad,PLY_0014,Abhishek Sharma,10,8,0,80,1,0
PLY_0510,Ruturaj Gaikwad,PLY_0324,Liam Livingstone,1,1,0,100,0,0
PLY_0510,Ruturaj Gaikwad,PLY_0417,Nitish Kumar Reddy,4,6,0,150,1,0
PLY_0510,Ruturaj Gaikwad,PLY_0222,Harshal Patel,10,13,0,130,1,0
PLY_0510,Ruturaj Gaikwad,PLY_0566,Shivam Mavi,7,4,0,57,0,0
PLY_0510,Ruturaj Gaikwad,PLY_0432,Pat Cummins,26,45,1,173,5,2
PLY_0510,Ruturaj Gaikwad,PLY_0259,Jaydev Unadkat,19,28,0,147,1,1
PLY_0510,Ruturaj Gaikwad,PLY_0026,Aiden Markram,10,20,0,200,0,2
PLY_0168,Dewald Brevis,PLY_0462,Rahul Chahar,5,28,0,560,1,4
PLY_0168,Dewald Brevis,PLY_0700,Matt Henry,1,0,0,0,0,0
PLY_0168,Dewald Brevis,PLY_0591,Spencer Johnson,3,8,0,267,0,1
PLY_0168,Dewald Brevis,PLY_0392,Mukesh Choudhary,4,1,1,25,0,0
PLY_0168,Dewald Brevis,PLY_0089,Axar Patel,10,12,0,120,0,1
PLY_0168,Dewald Brevis,PLY_0186,Dushmantha Chameera,5,14,0,280,2,1
PLY_0168,Dewald Brevis,PLY_0306,Kuldeep Yadav,16,22,0,138,1,2
PLY_0168,Dewald Brevis,PLY_0705,Lungi Ngidi,1,0,1,0,0,0
PLY_0168,Dewald Brevis,PLY_0478,Rashid Khan,13,18,0,138,0,2
PLY_0168,Dewald Brevis,PLY_0075,Arshad Khan,9,8,0,89,1,0
PLY_0168,Dewald Brevis,PLY_0383,Mohammed Siraj,4,17,0,425,1,2
PLY_0168,Dewald Brevis,PLY_0445,Prasidh Krishna,6,8,1,133,0,1
PLY_0168,Dewald Brevis,PLY_0282,Kagiso Rabada,2,0,0,0,0,0
PLY_0168,Dewald Brevis,PLY_0520,Sai Kishore,14,13,0,93,0,1
PLY_0168,Dewald Brevis,PLY_0604,Sunil Narine,12,19,0,158,1,1
PLY_0168,Dewald Brevis,PLY_0651,Vaibhav Arora,11,31,0,282,3,3
PLY_0168,Dewald Brevis,PLY_0672,Wanindu Hasaranga,8,6,1,75,0,0
PLY_0168,Dewald Brevis,PLY_0371,Mitchell Marsh,2,1,0,50,0,0
PLY_0168,Dewald Brevis,PLY_0088,Avesh Khan,6,12,1,200,3,0
PLY_0168,Dewald Brevis,PLY_0066,Anrich Nortje,3,1,0,33,0,0
PLY_0168,Dewald Brevis,PLY_0373,Mitchell Santner,3,3,0,100,0,0
PLY_0168,Dewald Brevis,PLY_0555,Shardul Thakur,3,1,1,33,0,0
PLY_0168,Dewald Brevis,PLY_0637,Trent Boult,1,0,1,0,0,0
PLY_0168,Dewald Brevis,PLY_0094,Azmatullah Omarzai,14,14,1,100,2,0
PLY_0168,Dewald Brevis,PLY_0351,Marco Jansen,3,6,0,200,1,0
PLY_0168,Dewald Brevis,PLY_0611,Suryansh Shedge,6,5,0,83,0,0
PLY_0168,Dewald Brevis,PLY_0076,Arshdeep Singh,5,8,0,160,2,0
PLY_0168,Dewald Brevis,PLY_0693,Yuzvendra Chahal,6,11,0,183,0,1
PLY_0168,Dewald Brevis,PLY_0218,Harpreet Brar,3,1,0,33,0,0
PLY_0168,Dewald Brevis,PLY_0313,Kwena Maphaka,6,8,0,133,0,1
PLY_0168,Dewald Brevis,PLY_0481,Ravi Bishnoi,9,11,0,122,1,0
PLY_0168,Dewald Brevis,PLY_0690,Yudhvir Singh,6,14,0,233,1,1
PLY_0168,Dewald Brevis,PLY_0305,Krunal Pandya,5,7,0,140,0,1
PLY_0168,Dewald Brevis,PLY_0479,Rasikh Salam,4,6,0,150,1,0
PLY_0168,Dewald Brevis,PLY_0324,Liam Livingstone,2,1,0,50,0,0
PLY_0168,Dewald Brevis,PLY_0283,Kamindu Mendis,10,22,0,220,0,3
PLY_0168,Dewald Brevis,PLY_0222,Harshal Patel,7,7,1,100,0,1
PLY_0168,Dewald Brevis,PLY_0432,Pat Cummins,5,9,0,180,0,1
PLY_0168,Dewald Brevis,PLY_0771,Zeeshan Ansari,6,9,0,150,1,0
PLY_0168,Dewald Brevis,PLY_0497,Riyan Parag,4,11,0,275,1,1
PLY_0334,MS Dhoni,PLY_0301,Khaleel Ahmed,29,51,0,176,2,5
PLY_0334,MS Dhoni,PLY_0462,Rahul Chahar,34,19,2,56,0,1
PLY_0334,MS Dhoni,PLY_0576,Shreyas Gopal,30,34,1,113,0,2
PLY_0334,MS Dhoni,PLY_0089,Axar Patel,67,77,0,115,2,6
PLY_0334,MS Dhoni,PLY_0306,Kuldeep Yadav,33,50,2,152,1,4
PLY_0334,MS Dhoni,PLY_0393,Mukesh Kumar,13,25,0,192,3,1
PLY_0334,MS Dhoni,PLY_0616,T Natarajan,16,26,2,163,3,1
PLY_0334,MS Dhoni,PLY_0665,Vipraj Nigam,4,3,0,75,0,0
PLY_0334,MS Dhoni,PLY_0374,Mitchell Starc,18,25,0,139,3,0
PLY_0334,MS Dhoni,PLY_0254,Jason Holder,2,2,0,100,0,0
PLY_0334,MS Dhoni,PLY_0478,Rashid Khan,42,41,1,98,3,2
PLY_0334,MS Dhoni,PLY_0466,Rahul Tewatia,15,9,0,60,0,0
PLY_0334,MS Dhoni,PLY_0711,Kulwant Khejroliya,3,2,0,67,0,0
PLY_0334,MS Dhoni,PLY_0383,Mohammed Siraj,33,52,0,158,5,2
PLY_0334,MS Dhoni,PLY_0445,Prasidh Krishna,13,22,0,169,1,2
PLY_0334,MS Dhoni,PLY_0282,Kagiso Rabada,16,8,1,50,0,0
PLY_0334,MS Dhoni,PLY_0235,Ishant Sharma,22,29,1,132,4,0
PLY_0334,MS Dhoni,PLY_0258,Jayant Yadav,12,14,0,117,1,1
PLY_0334,MS Dhoni,PLY_0120,Cameron Green,4,7,0,175,1,0
PLY_0334,MS Dhoni,PLY_0604,Sunil Narine,77,40,2,52,1,0
PLY_0334,MS Dhoni,PLY_0069,Anukul Roy,2,1,0,50,0,0
PLY_0334,MS Dhoni,PLY_0651,Vaibhav Arora,6,3,0,50,0,0
PLY_0334,MS Dhoni,PLY_0293,Kartik Tyagi,7,11,0,157,2,0
PLY_0334,MS Dhoni,PLY_0408,Navdeep Saini,22,21,0,95,2,1
PLY_0334,MS Dhoni,PLY_0645,Umran Malik,5,7,0,140,1,0
PLY_0334,MS Dhoni,PLY_0672,Wanindu Hasaranga,10,3,0,30,0,0
PLY_0334,MS Dhoni,PLY_0371,Mitchell Marsh,11,15,1,136,1,1
PLY_0334,MS Dhoni,PLY_0088,Avesh Khan,29,49,2,169,6,3
PLY_0334,MS Dhoni,PLY_0066,Anrich Nortje,19,34,1,179,2,2
PLY_0334,MS Dhoni,PLY_0214,Hardik Pandya,31,42,1,135,2,3
PLY_0334,MS Dhoni,PLY_0402,Naman Dhir,2,0,0,0,0,0
PLY_0334,MS Dhoni,PLY_0373,Mitchell Santner,2,2,0,100,0,0
PLY_0334,MS Dhoni,PLY_0555,Shardul Thakur,6,11,0,183,1,1
PLY_0334,MS Dhoni,PLY_0637,Trent Boult,45,82,2,182,7,5
PLY_0334,MS Dhoni,PLY_0256,Jasprit Bumrah,68,62,4,91,3,2
PLY_0334,MS Dhoni,PLY_0363,Mayank Markande,9,14,1,156,1,1
PLY_0334,MS Dhoni,PLY_0464,Rahul Sharma,19,21,1,111,2,0
PLY_0334,MS Dhoni,PLY_0351,Marco Jansen,3,5,1,167,1,0
PLY_0334,MS Dhoni,PLY_0352,Marcus Stoinis,25,23,0,92,2,1
PLY_0334,MS Dhoni,PLY_0076,Arshdeep Singh,21,32,0,152,3,2
PLY_0334,MS Dhoni,PLY_0693,Yuzvendra Chahal,87,108,4,124,3,8
PLY_0334,MS Dhoni,PLY_0328,Lockie Ferguson,10,19,0,190,1,2
PLY_0334,MS Dhoni,PLY_0218,Harpreet Brar,5,1,0,20,0,0
PLY_0334,MS Dhoni,PLY_0485,Ravindra Jadeja,26,30,2,115,1,3
PLY_0334,MS Dhoni,PLY_0267,Jofra Archer,38,44,0,116,4,0
PLY_0334,MS Dhoni,PLY_0639,Tushar Deshpande,7,15,0,214,1,1
PLY_0334,MS Dhoni,PLY_0018,Adam Milne,7,9,1,129,1,0
PLY_0334,MS Dhoni,PLY_0481,Ravi Bishnoi,10,11,1,110,2,0
PLY_0334,MS Dhoni,PLY_0530,Sandeep Sharma,30,37,1,123,1,3
PLY_0334,MS Dhoni,PLY_0305,Krunal Pandya,32,33,0,103,2,2
PLY_0334,MS Dhoni,PLY_0273,Josh Hazlewood,6,11,1,183,2,0
PLY_0334,MS Dhoni,PLY_0109,Bhuvneshwar Kumar,64,102,0,159,7,6
PLY_0334,MS Dhoni,PLY_0614,Swapnil Singh,5,2,1,40,0,0
PLY_0334,MS Dhoni,PLY_0014,Abhishek Sharma,3,2,0,67,0,0
PLY_0334,MS Dhoni,PLY_0324,Liam Livingstone,16,16,0,100,1,1
PLY_0334,MS Dhoni,PLY_0222,Harshal Patel,37,25,4,68,2,0
PLY_0334,MS Dhoni,PLY_0566,Shivam Mavi,14,22,0,157,1,2
PLY_0334,MS Dhoni,PLY_0432,Pat Cummins,8,6,0,75,0,0
PLY_0334,MS Dhoni,PLY_0259,Jaydev Unadkat,47,106,1,226,8,7
PLY_0334,MS Dhoni,PLY_0771,Zeeshan Ansari,4,4,0,100,1,0
PLY_0334,MS Dhoni,PLY_0497,Riyan Parag,12,19,0,158,0,2
PLY_0695,Kartik Sharma,PLY_0351,Marco Jansen,1,0,1,0,0,0
PLY_0695,Kartik Sharma,PLY_0741,Vijaykumar Vyshak,2,1,0,50,0,0
PLY_0695,Kartik Sharma,PLY_0485,Ravindra Jadeja,3,1,0,33,0,0
PLY_0695,Kartik Sharma,PLY_0745,Brijesh Sharma,3,2,1,67,0,0
PLY_0695,Kartik Sharma,PLY_0481,Ravi Bishnoi,8,12,0,150,0,1
PLY_0695,Kartik Sharma,PLY_0530,Sandeep Sharma,2,3,0,150,0,0
PLY_0695,Kartik Sharma,PLY_0305,Krunal Pandya,1,0,1,0,0,0
PLY_0695,Kartik Sharma,PLY_0756,Jacob Duffy,2,6,0,300,0,1
PLY_0534,Sarfaraz Khan,PLY_0462,Rahul Chahar,7,9,0,129,1,0
PLY_0534,Sarfaraz Khan,PLY_0576,Shreyas Gopal,4,2,0,50,0,0
PLY_0534,Sarfaraz Khan,PLY_0033,Akeal Hosein,2,2,0,100,0,0
PLY_0534,Sarfaraz Khan,PLY_0089,Axar Patel,11,6,1,55,0,0
PLY_0534,Sarfaraz Khan,PLY_0306,Kuldeep Yadav,4,2,0,50,0,0
PLY_0534,Sarfaraz Khan,PLY_0616,T Natarajan,4,6,1,150,1,0
PLY_0534,Sarfaraz Khan,PLY_0254,Jason Holder,8,6,0,75,0,0
PLY_0534,Sarfaraz Khan,PLY_0478,Rashid Khan,8,8,1,100,1,0
PLY_0534,Sarfaraz Khan,PLY_0673,Washington Sundar,1,0,1,0,0,0
PLY_0534,Sarfaraz Khan,PLY_0383,Mohammed Siraj,4,7,1,175,0,1
PLY_0534,Sarfaraz Khan,PLY_0445,Prasidh Krishna,6,3,0,50,0,0
PLY_0534,Sarfaraz Khan,PLY_0282,Kagiso Rabada,10,10,0,100,2,0
PLY_0534,Sarfaraz Khan,PLY_0604,Sunil Narine,2,1,0,50,0,0
PLY_0534,Sarfaraz Khan,PLY_0088,Avesh Khan,13,26,0,200,5,0
PLY_0534,Sarfaraz Khan,PLY_0214,Hardik Pandya,12,10,0,83,1,0
PLY_0534,Sarfaraz Khan,PLY_0555,Shardul Thakur,10,11,1,110,2,0
PLY_0534,Sarfaraz Khan,PLY_0637,Trent Boult,6,9,0,150,1,0
PLY_0534,Sarfaraz Khan,PLY_0256,Jasprit Bumrah,17,24,1,141,2,2
PLY_0534,Sarfaraz Khan,PLY_0163,Deepak Chahar,10,13,0,130,1,0
PLY_0534,Sarfaraz Khan,PLY_0363,Mayank Markande,9,5,2,56,0,0
PLY_0534,Sarfaraz Khan,PLY_0351,Marco Jansen,7,7,0,100,0,1
PLY_0534,Sarfaraz Khan,PLY_0352,Marcus Stoinis,3,6,0,200,1,0
PLY_0534,Sarfaraz Khan,PLY_0076,Arshdeep Singh,9,19,1,211,4,0
PLY_0534,Sarfaraz Khan,PLY_0680,Xavier Bartlett,3,7,0,233,0,1
PLY_0534,Sarfaraz Khan,PLY_0693,Yuzvendra Chahal,4,5,1,125,1,0
PLY_0534,Sarfaraz Khan,PLY_0218,Harpreet Brar,5,14,0,280,2,1
PLY_0534,Sarfaraz Khan,PLY_0741,Vijaykumar Vyshak,4,12,1,300,3,0
PLY_0534,Sarfaraz Khan,PLY_0485,Ravindra Jadeja,25,33,2,132,3,1
PLY_0534,Sarfaraz Khan,PLY_0267,Jofra Archer,5,5,0,100,0,0
PLY_0534,Sarfaraz Khan,PLY_0745,Brijesh Sharma,1,4,0,400,1,0
PLY_0534,Sarfaraz Khan,PLY_0746,Nandre Burger,6,10,0,167,1,1
PLY_0534,Sarfaraz Khan,PLY_0481,Ravi Bishnoi,8,11,0,138,1,0
PLY_0534,Sarfaraz Khan,PLY_0530,Sandeep Sharma,4,4,0,100,0,0
PLY_0534,Sarfaraz Khan,PLY_0305,Krunal Pandya,11,9,1,82,0,0
PLY_0534,Sarfaraz Khan,PLY_0754,Abhinandan Singh,6,13,0,217,2,0
PLY_0534,Sarfaraz Khan,PLY_0756,Jacob Duffy,9,19,0,211,3,1
PLY_0534,Sarfaraz Khan,PLY_0109,Bhuvneshwar Kumar,15,40,0,267,7,2
PLY_0534,Sarfaraz Khan,PLY_0014,Abhishek Sharma,2,1,0,50,0,0
PLY_0534,Sarfaraz Khan,PLY_0324,Liam Livingstone,2,3,0,150,0,0
PLY_0534,Sarfaraz Khan,PLY_0222,Harshal Patel,12,12,1,100,2,0
PLY_0534,Sarfaraz Khan,PLY_0259,Jaydev Unadkat,6,10,0,167,2,0
PLY_0091,Ayush Mhatre,PLY_0705,Lungi Ngidi,5,4,1,80,0,0
PLY_0091,Ayush Mhatre,PLY_0075,Arshad Khan,6,28,0,467,2,3
PLY_0091,Ayush Mhatre,PLY_0383,Mohammed Siraj,8,6,0,75,1,0
PLY_0091,Ayush Mhatre,PLY_0445,Prasidh Krishna,4,0,1,0,0,0
PLY_0091,Ayush Mhatre,PLY_0651,Vaibhav Arora,2,0,1,0,0,0
PLY_0091,Ayush Mhatre,PLY_0373,Mitchell Santner,3,2,0,67,0,0
PLY_0091,Ayush Mhatre,PLY_0732,Ashwani Kumar,4,17,0,425,1,2
PLY_0091,Ayush Mhatre,PLY_0163,Deepak Chahar,10,13,1,130,3,0
PLY_0091,Ayush Mhatre,PLY_0351,Marco Jansen,15,19,1,127,1,2
PLY_0091,Ayush Mhatre,PLY_0352,Marcus Stoinis,5,13,0,260,0,2
PLY_0091,Ayush Mhatre,PLY_0076,Arshdeep Singh,9,8,0,89,1,0
PLY_0091,Ayush Mhatre,PLY_0680,Xavier Bartlett,5,14,0,280,3,0
PLY_0091,Ayush Mhatre,PLY_0693,Yuzvendra Chahal,9,8,0,89,0,0
PLY_0091,Ayush Mhatre,PLY_0741,Vijaykumar Vyshak,10,18,1,180,2,1
PLY_0091,Ayush Mhatre,PLY_0746,Nandre Burger,1,0,1,0,0,0
PLY_0091,Ayush Mhatre,PLY_0639,Tushar Deshpande,11,21,1,191,5,0
PLY_0091,Ayush Mhatre,PLY_0313,Kwena Maphaka,5,10,0,200,2,0
PLY_0091,Ayush Mhatre,PLY_0690,Yudhvir Singh,4,12,0,300,1,1
PLY_0091,Ayush Mhatre,PLY_0305,Krunal Pandya,11,15,0,136,1,1
PLY_0091,Ayush Mhatre,PLY_0506,Romario Shepherd,5,17,0,340,1,2
PLY_0091,Ayush Mhatre,PLY_0756,Jacob Duffy,1,1,0,100,0,0
PLY_0091,Ayush Mhatre,PLY_0109,Bhuvneshwar Kumar,14,38,1,271,6,2
PLY_0091,Ayush Mhatre,PLY_0222,Harshal Patel,1,1,0,100,0,0
PLY_0091,Ayush Mhatre,PLY_0432,Pat Cummins,5,10,1,200,2,0
PLY_0091,Ayush Mhatre,PLY_0259,Jaydev Unadkat,5,9,0,180,2,0
PLY_0647,Urvil Patel,PLY_0478,Rashid Khan,3,6,0,200,1,0
PLY_0647,Urvil Patel,PLY_0383,Mohammed Siraj,6,9,0,150,0,1
PLY_0647,Urvil Patel,PLY_0445,Prasidh Krishna,3,2,0,67,0,0
PLY_0647,Urvil Patel,PLY_0520,Sai Kishore,4,11,1,275,1,1
PLY_0647,Urvil Patel,PLY_0651,Vaibhav Arora,4,7,0,175,0,1
PLY_0647,Urvil Patel,PLY_0690,Yudhvir Singh,2,0,1,0,0,0
PLY_0532,Sanju Samson,PLY_0067,Anshul Kamboj,6,3,0,50,0,0
PLY_0532,Sanju Samson,PLY_0251,Jamie Overton,3,8,0,267,0,1
PLY_0532,Sanju Samson,PLY_0301,Khaleel Ahmed,62,87,1,140,9,4
PLY_0532,Sanju Samson,PLY_0462,Rahul Chahar,36,56,2,156,4,2
PLY_0532,Sanju Samson,PLY_0576,Shreyas Gopal,7,10,1,143,0,1
PLY_0532,Sanju Samson,PLY_0591,Spencer Johnson,12,26,0,217,4,1
PLY_0532,Sanju Samson,PLY_0392,Mukesh Choudhary,3,5,0,167,1,0
PLY_0532,Sanju Samson,PLY_0419,Noor Ahmad,17,24,2,141,1,1
PLY_0532,Sanju Samson,PLY_0089,Axar Patel,64,70,2,109,3,2
PLY_0532,Sanju Samson,PLY_0315,Kyle Jamieson,4,2,0,50,0,0
PLY_0532,Sanju Samson,PLY_0306,Kuldeep Yadav,41,50,1,122,3,2
PLY_0532,Sanju Samson,PLY_0393,Mukesh Kumar,23,43,1,187,5,3
PLY_0532,Sanju Samson,PLY_0616,T Natarajan,44,46,1,105,5,1
PLY_0532,Sanju Samson,PLY_0705,Lungi Ngidi,5,3,1,60,0,0
PLY_0532,Sanju Samson,PLY_0665,Vipraj Nigam,4,10,0,250,1,1
PLY_0532,Sanju Samson,PLY_0374,Mitchell Starc,7,3,0,43,0,0
PLY_0532,Sanju Samson,PLY_0254,Jason Holder,38,40,3,105,4,1
PLY_0532,Sanju Samson,PLY_0478,Rashid Khan,109,121,1,111,5,5
PLY_0532,Sanju Samson,PLY_0466,Rahul Tewatia,11,12,0,109,0,1
PLY_0532,Sanju Samson,PLY_0673,Washington Sundar,24,51,1,213,1,6
PLY_0532,Sanju Samson,PLY_0075,Arshad Khan,12,17,1,142,2,1
PLY_0532,Sanju Samson,PLY_0711,Kulwant Khejroliya,21,55,0,262,2,6
PLY_0532,Sanju Samson,PLY_0383,Mohammed Siraj,35,40,3,114,2,3
PLY_0532,Sanju Samson,PLY_0445,Prasidh Krishna,14,16,1,114,1,1
PLY_0532,Sanju Samson,PLY_0282,Kagiso Rabada,21,27,2,129,5,0
PLY_0532,Sanju Samson,PLY_0520,Sai Kishore,7,12,1,171,2,0
PLY_0532,Sanju Samson,PLY_0235,Ishant Sharma,10,21,0,210,3,1
PLY_0532,Sanju Samson,PLY_0258,Jayant Yadav,4,3,0,75,0,0
PLY_0532,Sanju Samson,PLY_0120,Cameron Green,12,12,0,100,0,0
PLY_0532,Sanju Samson,PLY_0604,Sunil Narine,82,66,3,80,3,1
PLY_0532,Sanju Samson,PLY_0069,Anukul Roy,13,32,0,246,0,4
PLY_0532,Sanju Samson,PLY_0651,Vaibhav Arora,13,18,1,138,3,0
PLY_0532,Sanju Samson,PLY_0718,Matheesha Pathirana,15,18,0,120,2,0
PLY_0532,Sanju Samson,PLY_0408,Navdeep Saini,2,2,0,100,0,0
PLY_0532,Sanju Samson,PLY_0645,Umran Malik,14,25,0,179,3,1
PLY_0532,Sanju Samson,PLY_0672,Wanindu Hasaranga,32,38,3,119,3,3
PLY_0532,Sanju Samson,PLY_0371,Mitchell Marsh,1,1,0,100,0,0
PLY_0532,Sanju Samson,PLY_0541,Shahbaz Ahmed,11,23,1,209,0,3
PLY_0532,Sanju Samson,PLY_0088,Avesh Khan,27,28,1,104,2,1
PLY_0532,Sanju Samson,PLY_0066,Anrich Nortje,21,14,1,67,1,0
PLY_0532,Sanju Samson,PLY_0214,Hardik Pandya,39,68,2,174,7,4
PLY_0532,Sanju Samson,PLY_0373,Mitchell Santner,7,1,2,14,0,0
PLY_0532,Sanju Samson,PLY_0555,Shardul Thakur,34,40,1,118,5,1
PLY_0532,Sanju Samson,PLY_0625,Tilak Varma,2,3,0,150,0,0
PLY_0532,Sanju Samson,PLY_0637,Trent Boult,29,32,3,110,3,1
PLY_0532,Sanju Samson,PLY_0256,Jasprit Bumrah,64,64,2,100,9,0
PLY_0532,Sanju Samson,PLY_0163,Deepak Chahar,29,39,3,134,5,1
PLY_0532,Sanju Samson,PLY_0363,Mayank Markande,23,54,0,235,3,5
PLY_0532,Sanju Samson,PLY_0464,Rahul Sharma,8,7,0,88,0,0
PLY_0532,Sanju Samson,PLY_0094,Azmatullah Omarzai,2,0,1,0,0,0
PLY_0532,Sanju Samson,PLY_0351,Marco Jansen,11,15,0,136,2,0
PLY_0532,Sanju Samson,PLY_0352,Marcus Stoinis,21,27,2,129,3,0
PLY_0532,Sanju Samson,PLY_0076,Arshdeep Singh,48,82,1,171,10,3
PLY_0532,Sanju Samson,PLY_0680,Xavier Bartlett,3,4,1,133,1,0
PLY_0532,Sanju Samson,PLY_0693,Yuzvendra Chahal,53,61,5,115,2,4
PLY_0532,Sanju Samson,PLY_0328,Lockie Ferguson,18,17,1,94,2,0
