season,team_id,player_id,player_name,role_in_squad,is_overseas
2025,IPL_T20_MI,PLY_0718,Matheesha Pathirana,Bowler,0
2025,IPL_T20_MI,PLY_0637,Trent Boult,Bowler,1
2025,IPL_T20_MI,PLY_0256,Jasprit Bumrah,Bowler,0
2025,IPL_T20_MI,PLY_0163,Deepak Chahar,Bowler,0
2025,IPL_T20_MI,PLY_0488,Richard Gleeson,Bowler,1
2025,IPL_T20_MI,PLY_0391,Mujeeb Ur Rahman,Bowler,1
2025,IPL_T20_MI,PLY_0719,Prashant Solanki,Bowler,0
2025,IPL_T20_MI,PLY_0292,Karn Sharma,Bowler,0
2025,IPL_T20_MI,PLY_0464,Rahul Sharma,Bowler,0
2025,IPL_T20_MI,PLY_0073,Arjun Tendulkar,Bowler,0
2025,IPL_T20_MI,PLY_0486,Reece Topley,Bowler,1
2025,IPL_T20_PBKS,PLY_0577,Shreyas Iyer,Top order Batter,0
2025,IPL_T20_PBKS,PLY_0456,Priyansh Arya,Opening Batter,0
2025,IPL_T20_PBKS,PLY_0720,Akshat Raghuwanshi,Batter,0
2025,IPL_T20_PBKS,PLY_0721,Mukul Choudhary,Batter,0
2025,IPL_T20_PBKS,PLY_0274,Josh Inglis,Wicketkeeper Batter,1
2025,IPL_T20_PBKS,PLY_0440,Prabhsimran Singh,Wicketkeeper Batter,0
2025,IPL_T20_PBKS,PLY_0669,Vishnu Vinod,Wicketkeeper Batter,0
2025,IPL_T20_PBKS,PLY_0411,Nehal Wadhera,Top order Batter,0
2025,IPL_T20_PBKS,PLY_0094,Azmatullah Omarzai,Allrounder,1
2025,IPL_T20_PBKS,PLY_0722,Himmat Singh,Allrounder,1
2025,IPL_T20_PBKS,PLY_0351,Marco Jansen,Bowling Allrounder,1
2025,IPL_T20_PBKS,PLY_0723,Akash Singh,Allrounder,0
2025,IPL_T20_PBKS,PLY_0724,Digvesh Rathi,Allrounder,1
2025,IPL_T20_PBKS,PLY_0556,Shashank Singh,Allrounder,0
2025,IPL_T20_PBKS,PLY_0352,Marcus Stoinis,Allrounder,1
2025,IPL_T20_PBKS,PLY_0611,Suryansh Shedge,Allrounder,0
2025,IPL_T20_PBKS,PLY_0076,Arshdeep Singh,Bowler,0
2025,IPL_T20_PBKS,PLY_0680,Xavier Bartlett,Bowler,1
2025,IPL_T20_PBKS,PLY_0693,Yuzvendra Chahal,Bowler,0
2025,IPL_T20_PBKS,PLY_0446,Praveen Dubey,Bowler,0
2025,IPL_T20_PBKS,PLY_0218,Harpreet Brar,Bowler,0
2025,IPL_T20_PBKS,PLY_0315,Kyle Jamieson,Bowler,1
2025,IPL_T20_PBKS,PLY_0725,Manimaran Siddharth,Bowler,0
2025,IPL_T20_PBKS,PLY_0726,Naman Tiwari,Bowler,0
2025,IPL_T20_PBKS,PLY_0727,Mayank Yadav,Bowler,0
2025,IPL_T20_RR,PLY_0532,Sanju Samson,Wicketkeeper Batter,0
2025,IPL_T20_RR,PLY_0579,Shubham Dubey,Middle order Batter,0
2025,IPL_T20_RR,PLY_0564,Shimron Hetmyer,Middle order Batter,1
2025,IPL_T20_RR,PLY_0684,Yashasvi Jaiswal,Opening Batter,0
2025,IPL_T20_RR,PLY_0170,Dhruv Jurel,Wicketkeeper Batter,0
2025,IPL_T20_RR,PLY_0497,Riyan Parag,Top order Batter,0
2025,IPL_T20_RR,PLY_0728,Danish Malewar,Wicketkeeper Batter,1
2025,IPL_T20_RR,PLY_0729,Atharva Ankolekar,Wicketkeeper Batter,0
2025,IPL_T20_RR,PLY_0652,Vaibhav Suryavanshi,Top order Batter,0
2025,IPL_T20_RR,PLY_0672,Wanindu Hasaranga,Allrounder,1
2025,IPL_T20_RR,PLY_0730,Raj Bawa,Bowler,0
2025,IPL_T20_RR,PLY_0639,Tushar Deshpande,Bowler,0
2025,IPL_T20_RR,PLY_0199,Fazalhaq Farooqi,Bowler,1
2025,IPL_T20_RR,PLY_0731,Mayank Rawat,Bowler,0
2025,IPL_T20_RR,PLY_0032,Akash Madhwal,Bowler,0
2025,IPL_T20_RR,PLY_0313,Kwena Maphaka,Bowler,1
2025,IPL_T20_RR,PLY_0336,Maheesh Theekshana,Bowler,1
2025,IPL_T20_RR,PLY_0690,Yudhvir Singh,Bowler,0
2025,IPL_T20_RCB,PLY_0473,Rajat Patidar,Top order Batter,0
2025,IPL_T20_RCB,PLY_0362,Mayank Agarwal,Batter,0
2025,IPL_T20_RCB,PLY_0732,Ashwani Kumar,Batter,0
2025,IPL_T20_RCB,PLY_0627,Tim David,Middle order Batter,1
2025,IPL_T20_RCB,PLY_0666,Virat Kohli,Top order Batter,0
2025,IPL_T20_RCB,PLY_0437,Phil Salt,Wicketkeeper Batter,1
2025,IPL_T20_RCB,PLY_0629,Tim Seifert,Wicketkeeper Batter,1
2025,IPL_T20_RCB,PLY_0264,Jitesh Sharma,Wicketkeeper Batter,0
2025,IPL_T20_RCB,PLY_0345,Manoj Bhandage,Allrounder,0
2025,IPL_T20_RCB,PLY_0324,Liam Livingstone,Batting Allrounder,1
2025,IPL_T20_RCB,PLY_0305,Krunal Pandya,Allrounder,0
2025,IPL_T20_RCB,PLY_0385,Mohit Rathee,Allrounder,0
2025,IPL_T20_RCB,PLY_0506,Romario Shepherd,Bowling Allrounder,1
2025,IPL_T20_RCB,PLY_0733,AM Ghazanfar,Bowler,0
2025,IPL_T20_RCB,PLY_0273,Josh Hazlewood,Bowler,1
2025,IPL_T20_RCB,PLY_0109,Bhuvneshwar Kumar,Bowler,0
2025,IPL_T20_RCB,PLY_0734,Mohd Izhar,Bowler,1
2025,IPL_T20_RCB,PLY_0479,Rasikh Salam,Bowler,0
2025,IPL_T20_RCB,PLY_0735,Pyla Avinash,Bowler,0
2025,IPL_T20_RCB,PLY_0614,Swapnil Singh,Bowler,0
2025,IPL_T20_RCB,PLY_0736,Harnoor Singh,Bowler,1
2025,IPL_T20_SRH,PLY_0636,Travis Head,Middle order Batter,1
2025,IPL_T20_SRH,PLY_0232,Ishan Kishan,Wicketkeeper Batter,0
2025,IPL_T20_SRH,PLY_0225,Heinrich Klaasen,Wicketkeeper Batter,1
2025,IPL_T20_SRH,PLY_0516,Sachin Baby,Batter,0
2025,IPL_T20_SRH,PLY_0057,Aniket Verma,Batter,0
2025,IPL_T20_SRH,PLY_0014,Abhishek Sharma,Allrounder,0
2025,IPL_T20_SRH,PLY_0737,Cooper Connolly,Allrounder,0
2025,IPL_T20_SRH,PLY_0009,Abhinav Manohar,Allrounder,0
2025,IPL_T20_SRH,PLY_0283,Kamindu Mendis,Allrounder,1
2025,IPL_T20_SRH,PLY_0417,Nitish Kumar Reddy,Allrounder,0
2025,IPL_T20_SRH,PLY_0087,Atharva Taide,Allrounder,0
2025,IPL_T20_SRH,PLY_0432,Pat Cummins,Bowler,1
2025,IPL_T20_SRH,PLY_0462,Rahul Chahar,Bowler,0
2025,IPL_T20_SRH,PLY_0738,Musheer Khan,Bowler,1
2025,IPL_T20_SRH,PLY_0382,Mohammad Shami,Bowler,0
2025,IPL_T20_SRH,PLY_0586,Simarjeet Singh,Bowler,0
2025,IPL_T20_SRH,PLY_0259,Jaydev Unadkat,Bowler,0
2025,IPL_T20_SRH,PLY_0739,Ben Dwarshuis,Bowler,0
2025,IPL_T20_SRH,PLY_0740,Vishal Nishad,e.g. Batter,0
2024,IPL_T20_CSK,PLY_0510,Ruturaj Gaikwad,Batter,0
2024,IPL_T20_CSK,PLY_0028,Ajinkya Rahane,Batter,0
2024,IPL_T20_CSK,PLY_0546,Shaik Rasheed,Batter,0
2024,IPL_T20_CSK,PLY_0525,Sameer Rizvi,Batter,0
2024,IPL_T20_CSK,PLY_0334,MS Dhoni,Wicketkeeper,0
2024,IPL_T20_CSK,PLY_0772,,Wicketkeeper,0
2024,IPL_T20_CSK,PLY_0773,,Wicketkeeper,0
2024,IPL_T20_CSK,PLY_0376,Moeen Ali,Allrounder,1
2024,IPL_T20_CSK,PLY_0565,Shivam Dube,Allrounder,0
2024,IPL_T20_CSK,PLY_0485,Ravindra Jadeja,Allrounder,0
2024,IPL_T20_CSK,PLY_0153,Daryl Mitchell,Allrounder,1
2024,IPL_T20_CSK,PLY_0460,Rachin Ravindra,Allrounder,1
2024,IPL_T20_CSK,PLY_0373,Mitchell Santner,Allrounder,1
2024,IPL_T20_CSK,PLY_0708,Nishant Sindhu,Allrounder,0
2024,IPL_T20_CSK,PLY_0703,Ajay Mandal,Allrounder,0
2024,IPL_T20_CSK,PLY_0774,,Allrounder,0
2024,IPL_T20_CSK,PLY_0163,Deepak Chahar,Bowler,0
2024,IPL_T20_CSK,PLY_0336,Maheesh Theekshana,Bowler,1
2024,IPL_T20_CSK,PLY_0392,Mukesh Choudhary,Bowler,0
2024,IPL_T20_CSK,PLY_0399,Mustafizur Rahman,Bowler,1
2024,IPL_T20_CSK,PLY_0639,Tushar Deshpande,Bowler,0
2024,IPL_T20_CSK,PLY_0719,Prashant Solanki,Bowler,0
2024,IPL_T20_CSK,PLY_0586,Simarjeet Singh,Bowler,0
2024,IPL_T20_CSK,PLY_0488,Richard Gleeson,Bowler,1
2024,IPL_T20_CSK,PLY_0555,Shardul Thakur,Bowler,0
2024,IPL_T20_DC,PLY_0454,Prithvi Shaw,Batter,0
2024,IPL_T20_DC,PLY_0683,Yash Dhull,Batter,0
2024,IPL_T20_DC,PLY_0775,,Batter,0
2024,IPL_T20_DC,PLY_0157,David Warner,Batter,1
2024,IPL_T20_DC,PLY_0245,Jake Fraser - McGurk,Batter,1
2024,IPL_T20_DC,PLY_0773,,Batter,0
2024,IPL_T20_DC,PLY_0495,Rishabh Pant,Wicketkeeper,0
2024,IPL_T20_DC,PLY_0015,Abishek Porel,Wicketkeeper,0
2024,IPL_T20_DC,PLY_0309,Kumar Kushagra,Wicketkeeper,0
2024,IPL_T20_DC,PLY_0490,Ricky Bhui,Wicketkeeper,0
2024,IPL_T20_DC,PLY_0545,Shai Hope,Wicketkeeper,1
2024,IPL_T20_DC,PLY_0638,Tristan Stubbs,Wicketkeeper,1
2024,IPL_T20_DC,PLY_0089,Axar Patel,Allrounder,0
2024,IPL_T20_DC,PLY_0319,Lalit Yadav,Allrounder,0
2024,IPL_T20_DC,PLY_0371,Mitchell Marsh,Allrounder,1
2024,IPL_T20_DC,PLY_0601,Sumit Kumar,Allrounder,0
2024,IPL_T20_DC,PLY_0301,Khaleel Ahmed,Bowler,0
2024,IPL_T20_DC,PLY_0235,Ishant Sharma,Bowler,0
2024,IPL_T20_DC,PLY_0393,Mukesh Kumar,Bowler,0
2024,IPL_T20_DC,PLY_0306,Kuldeep Yadav,Bowler,0
2024,IPL_T20_DC,PLY_0066,Anrich Nortje,Bowler,1
2024,IPL_T20_DC,PLY_0448,Pravin Dubey,Bowler,0
2024,IPL_T20_DC,PLY_0757,Vicky Ostwal,Bowler,0
2024,IPL_T20_DC,PLY_0262,Jhye Richardson,Bowler,1
2024,IPL_T20_DC,PLY_0479,Rasikh Salam,Bowler,0
2024,IPL_T20_DC,PLY_0327,Lizaad Williams,Bowler,1
2024,IPL_T20_GT,PLY_0580,Shubman Gill,Batter,0
2024,IPL_T20_GT,PLY_0156,David Miller,Batter,1
2024,IPL_T20_GT,PLY_0521,Sai Sudharsan,Batter,0
2024,IPL_T20_GT,PLY_0288,Kane Williamson,Batter,1
2024,IPL_T20_GT,PLY_0009,Abhinav Manohar,Batter,0
2024,IPL_T20_GT,PLY_0679,Wriddhiman Saha,Wicketkeeper,0
2024,IPL_T20_GT,PLY_0361,Matthew Wade,Wicketkeeper,1
2024,IPL_T20_GT,PLY_0096,B R Sharath,Wicketkeeper,0
2024,IPL_T20_GT,PLY_0773,,Wicketkeeper,0
2024,IPL_T20_GT,PLY_0658,Vijay Shankar,Allrounder,0
2024,IPL_T20_GT,PLY_0094,Azmatullah Omarzai,Allrounder,1
2024,IPL_T20_GT,PLY_0478,Rashid Khan,Allrounder,1
2024,IPL_T20_GT,PLY_0544,Shahrukh Khan,Allrounder,0
2024,IPL_T20_GT,PLY_0466,Rahul Tewatia,Allrounder,0
2024,IPL_T20_GT,PLY_0386,Mohit Sharma,Bowler,0
2024,IPL_T20_GT,PLY_0644,Umesh Yadav,Bowler,0
2024,IPL_T20_GT,PLY_0776,,Bowler,1
2024,IPL_T20_GT,PLY_0419,Noor Ahmad,Bowler,1
2024,IPL_T20_GT,PLY_0520,Sai Kishore,Bowler,0
2024,IPL_T20_GT,PLY_0777,,Bowler,0
2024,IPL_T20_GT,PLY_0293,Kartik Tyagi,Bowler,0
2024,IPL_T20_GT,PLY_0591,Spencer Johnson,Bowler,1
2024,IPL_T20_GT,PLY_0152,Darshan Nalkande,Bowler,0
2024,IPL_T20_GT,PLY_0258,Jayant Yadav,Bowler,0
2024,IPL_T20_GT,PLY_0747,Sushant Mishra,Bowler,0
2024,IPL_T20_GT,PLY_0342,Manav Suthar,Bowler,0
2024,IPL_T20_GT,PLY_0710,Gurnoor Brar,Bowler,0
2024,IPL_T20_KKR,PLY_0577,Shreyas Iyer,Batter,0
2024,IPL_T20_KKR,PLY_0418,Nitish Rana,Batter,0
2024,IPL_T20_KKR,PLY_0493,Rinku Singh,Batter,0
2024,IPL_T20_KKR,PLY_0562,Sherfane Rutherford,Batter,1
2024,IPL_T20_KKR,PLY_0344,Manish Pandey,Batter,0
2024,IPL_T20_KKR,PLY_0055,Angkrish Raghuvanshi,Batter,0
2024,IPL_T20_KKR,PLY_0773,,Batter,0
2024,IPL_T20_KKR,PLY_0461,Rahmanullah Gurbaz,Wicketkeeper,1
2024,IPL_T20_KKR,PLY_0437,Phil Salt,Wicketkeeper,1
2024,IPL_T20_KKR,PLY_0594,Srikar Bharat,Wicketkeeper,0
2024,IPL_T20_KKR,PLY_0049,Andre Russell,Allrounder,1
2024,IPL_T20_KKR,PLY_0604,Sunil Narine,Allrounder,1
2024,IPL_T20_KKR,PLY_0655,Venkatesh Iyer,Allrounder,0
2024,IPL_T20_KKR,PLY_0475,Ramandeep Singh,Allrounder,0
2024,IPL_T20_KKR,PLY_0069,Anukul Roy,Allrounder,0
2024,IPL_T20_KKR,PLY_0374,Mitchell Starc,Bowler,1
2024,IPL_T20_KKR,PLY_0654,Varun Chakaravarthy,Bowler,0
2024,IPL_T20_KKR,PLY_0758,Vicky Ostwal,Bowler,0
2024,IPL_T20_KKR,PLY_0186,Dushmantha Chameera,Bowler,1
2024,IPL_T20_KKR,PLY_0223,Harshit Rana,Bowler,0
2024,IPL_T20_KKR,PLY_0651,Vaibhav Arora,Bowler,0
2024,IPL_T20_KKR,PLY_0127,Chetan Sakariya,Bowler,0
2024,IPL_T20_KKR,PLY_0769,Sakib Hussain,Bowler,0
2024,IPL_T20_KKR,PLY_0778,,Bowler,1
2024,IPL_T20_LSG,PLY_0090,Ayush Badoni,Batter,0
2024,IPL_T20_LSG,PLY_0165,Devdutt Padikkal,Batter,0
2024,IPL_T20_LSG,PLY_0085,Ashton Turner,Batter,1
2024,IPL_T20_LSG,PLY_0773,,Batter,0
2024,IPL_T20_LSG,PLY_0280,KL Rahul,Wicketkeeper,0
2024,IPL_T20_LSG,PLY_0458,Quinton de Kock,Wicketkeeper,1
2024,IPL_T20_LSG,PLY_0413,Nicholas Pooran,Wicketkeeper,1
2024,IPL_T20_LSG,PLY_0305,Krunal Pandya,Allrounder,0
2024,IPL_T20_LSG,PLY_0352,Marcus Stoinis,Allrounder,1
2024,IPL_T20_LSG,PLY_0164,Deepak Hooda,Allrounder,0
2024,IPL_T20_LSG,PLY_0316,Kyle Mayers,Allrounder,1
2024,IPL_T20_LSG,PLY_0304,Krishnappa Gowtham,Allrounder,0
2024,IPL_T20_LSG,PLY_0451,Prerak Mankad,Allrounder,0
2024,IPL_T20_LSG,PLY_0077,Arshin Atul Kulkarni,Allrounder,0
2024,IPL_T20_LSG,PLY_0386,Mohit Sharma,Bowler,0
2024,IPL_T20_LSG,PLY_0481,Ravi Bishnoi,Bowler,0
2024,IPL_T20_LSG,PLY_0409,Naveen-Ul-Haq,Bowler,1
2024,IPL_T20_LSG,PLY_0741,Vijaykumar Vyshak,Bowler,0
2024,IPL_T20_LSG,PLY_0045,Amit Mishra,Bowler,0
2024,IPL_T20_LSG,PLY_0779,,Bowler,1
2024,IPL_T20_LSG,PLY_0727,Mayank Yadav,Bowler,0
2024,IPL_T20_LSG,PLY_0388,Mohsin Khan,Bowler,0
2024,IPL_T20_LSG,PLY_0075,Arshad Khan,Bowler,0
2024,IPL_T20_LSG,PLY_0690,Yudhvir Singh,Bowler,0
2024,IPL_T20_LSG,PLY_0700,Matt Henry,Bowler,1
2024,IPL_T20_MI,PLY_0505,Rohit Sharma,Batter,0
2024,IPL_T20_MI,PLY_0610,Suryakumar Yadav,Batter,0
2024,IPL_T20_MI,PLY_0625,Tilak Varma,Batter,0
2024,IPL_T20_MI,PLY_0627,Tim David,Batter,1
2024,IPL_T20_MI,PLY_0411,Nehal Wadhera,Batter,0
2024,IPL_T20_MI,PLY_0168,Dewald Brevis,Batter,1
2024,IPL_T20_MI,PLY_0567,Shivam Sharma,Batter,0
2024,IPL_T20_MI,PLY_0232,Ishan Kishan,Wicketkeeper,0
2024,IPL_T20_MI,PLY_0780,,Wicketkeeper,0
2024,IPL_T20_MI,PLY_0773,,Wicketkeeper,0
2024,IPL_T20_MI,PLY_0214,Hardik Pandya,Allrounder,0
2024,IPL_T20_MI,PLY_0506,Romario Shepherd,Allrounder,1
2024,IPL_T20_MI,PLY_0381,Mohammad Nabi,Allrounder,1
2024,IPL_T20_MI,PLY_0549,Shams Mulani,Allrounder,0
2024,IPL_T20_MI,PLY_0402,Naman Dhir,Allrounder,0
2024,IPL_T20_MI,PLY_0203,Gerald Coetzee,Allrounder,1
2024,IPL_T20_MI,PLY_0067,Anshul Kamboj,Allrounder,0
2024,IPL_T20_MI,PLY_0256,Jasprit Bumrah,Bowler,0
2024,IPL_T20_MI,PLY_0439,Piyush Chawla,Bowler,0
2024,IPL_T20_MI,PLY_0032,Akash Madhwal,Bowler,0
2024,IPL_T20_MI,PLY_0781,,Bowler,0
2024,IPL_T20_MI,PLY_0576,Shreyas Gopal,Bowler,0
2024,IPL_T20_MI,PLY_0073,Arjun Tendulkar,Bowler,0
2024,IPL_T20_MI,PLY_0759,Nuwan Thushara,Bowler,1
2024,IPL_T20_MI,PLY_0313,Kwena Maphaka,Bowler,1
2024,IPL_T20_MI,PLY_0331,Luke Wood,Bowler,1
2024,IPL_T20_PBKS,PLY_0563,Shikhar Dhawan,Batter,0
2024,IPL_T20_PBKS,PLY_0492,Rilee Rossouw,Batter,1
2024,IPL_T20_PBKS,PLY_0087,Atharva Taide,Batter,0
2024,IPL_T20_PBKS,PLY_0219,Harpreet Singh,Batter,0
2024,IPL_T20_PBKS,PLY_0782,,Batter,0
2024,IPL_T20_PBKS,PLY_0086,Ashutosh Sharma,Batter,0
2024,IPL_T20_PBKS,PLY_0556,Shashank Singh,Batter,0
2024,IPL_T20_PBKS,PLY_0271,Jonny Bairstow,Wicketkeeper,1
2024,IPL_T20_PBKS,PLY_0264,Jitesh Sharma,Wicketkeeper,0
2024,IPL_T20_PBKS,PLY_0440,Prabhsimran Singh,Wicketkeeper,0
2024,IPL_T20_PBKS,PLY_0524,Sam Curran,Allrounder,1
2024,IPL_T20_PBKS,PLY_0324,Liam Livingstone,Allrounder,1
2024,IPL_T20_PBKS,PLY_0585,Sikandar Raza,Allrounder,1
2024,IPL_T20_PBKS,PLY_0135,Chris Woakes,Allrounder,1
2024,IPL_T20_PBKS,PLY_0496,Rishi Dhawan,Allrounder,0
2024,IPL_T20_PBKS,PLY_0568,Shivam Singh,Allrounder,0
2024,IPL_T20_PBKS,PLY_0282,Kagiso Rabada,Bowler,1
2024,IPL_T20_PBKS,PLY_0076,Arshdeep Singh,Bowler,0
2024,IPL_T20_PBKS,PLY_0222,Harshal Patel,Bowler,0
2024,IPL_T20_PBKS,PLY_0462,Rahul Chahar,Bowler,0
2024,IPL_T20_PBKS,PLY_0218,Harpreet Brar,Bowler,0
2024,IPL_T20_PBKS,PLY_0406,Nathan Ellis,Bowler,1
2024,IPL_T20_PBKS,PLY_0783,,Bowler,0
2024,IPL_T20_PBKS,PLY_0784,,Bowler,0
2024,IPL_T20_PBKS,PLY_0785,,Bowler,0
2024,IPL_T20_RR,PLY_0684,Yashasvi Jaiswal,Batter,0
2024,IPL_T20_RR,PLY_0564,Shimron Hetmyer,Batter,1
2024,IPL_T20_RR,PLY_0509,Rovman Powell,Batter,1
2024,IPL_T20_RR,PLY_0579,Shubham Dubey,Batter,0
2024,IPL_T20_RR,PLY_0786,,Batter,0
2024,IPL_T20_RR,PLY_0532,Sanju Samson,Wicketkeeper,0
2024,IPL_T20_RR,PLY_0272,Jos Buttler,Wicketkeeper,1
2024,IPL_T20_RR,PLY_0170,Dhruv Jurel,Wicketkeeper,0
2024,IPL_T20_RR,PLY_0634,Tom Kohler- Cadmore,Wicketkeeper,1
2024,IPL_T20_RR,PLY_0773,,Wicketkeeper,0
2024,IPL_T20_RR,PLY_0484,Ravichandran Ashwin,Allrounder,0
2024,IPL_T20_RR,PLY_0497,Riyan Parag,Allrounder,0
2024,IPL_T20_RR,PLY_0183,Donovan Ferreira,Allrounder,1
2024,IPL_T20_RR,PLY_0787,,Allrounder,0
2024,IPL_T20_RR,PLY_0619,Tanush Kotian,Allrounder,0
2024,IPL_T20_RR,PLY_0693,Yuzvendra Chahal,Bowler,0
2024,IPL_T20_RR,PLY_0637,Trent Boult,Bowler,1
2024,IPL_T20_RR,PLY_0088,Avesh Khan,Bowler,0
2024,IPL_T20_RR,PLY_0530,Sandeep Sharma,Bowler,0
2024,IPL_T20_RR,PLY_0408,Navdeep Saini,Bowler,0
2024,IPL_T20_RR,PLY_0749,Kuldeep Sen,Bowler,0
2024,IPL_T20_RR,PLY_0746,Nandre Burger,Bowler,1
2024,IPL_T20_RR,PLY_0298,Keshav Maharaj,Bowler,1
2024,IPL_T20_RCB,PLY_0196,Faf du Plessis,Batter,1
2024,IPL_T20_RCB,PLY_0473,Rajat Patidar,Batter,0
2024,IPL_T20_RCB,PLY_0536,Saurav Chauhan,Batter,0
2024,IPL_T20_RCB,PLY_0612,Suyash S Prabhudessai,Batter,0
2024,IPL_T20_RCB,PLY_0176,Dinesh Karthik,Wicketkeeper,0
2024,IPL_T20_RCB,PLY_0068,Anuj Rawat,Wicketkeeper,0
2024,IPL_T20_RCB,PLY_0204,Glenn Maxwell,Allrounder,1
2024,IPL_T20_RCB,PLY_0678,Will Jacks,Allrounder,1
2024,IPL_T20_RCB,PLY_0120,Cameron Green,Allrounder,1
2024,IPL_T20_RCB,PLY_0339,Mahipal Lomror,Allrounder,0
2024,IPL_T20_RCB,PLY_0345,Manoj Bhandage,Allrounder,0
2024,IPL_T20_RCB,PLY_0614,Swapnil Singh,Allrounder,0
2024,IPL_T20_RCB,PLY_0633,Tom Curran,Allrounder,1
2024,IPL_T20_RCB,PLY_0773,,Allrounder,0
2024,IPL_T20_RCB,PLY_0383,Mohammed Siraj,Bowler,0
2024,IPL_T20_RCB,PLY_0042,Alzarri Joseph,Bowler,1
2024,IPL_T20_RCB,PLY_0328,Lockie Ferguson,Bowler,1
2024,IPL_T20_RCB,PLY_0682,Yash Dayal,Bowler,0
2024,IPL_T20_RCB,PLY_0486,Reece Topley,Bowler,1
2024,IPL_T20_RCB,PLY_0292,Karn Sharma,Bowler,0
2024,IPL_T20_RCB,PLY_0788,,Bowler,0
2024,IPL_T20_RCB,PLY_0671,Vyshak Vijaykumar,Bowler,0
2024,IPL_T20_RCB,PLY_0031,Akash Deep,Bowler,0
2024,IPL_T20_RCB,PLY_0789,,Bowler,0
2024,IPL_T20_RCB,PLY_0790,,Bowler,0
2024,IPL_T20_SRH,PLY_0636,Travis Head,Batter,1
2024,IPL_T20_SRH,PLY_0362,Mayank Agarwal,Batter,0
2024,IPL_T20_SRH,PLY_0467,Rahul Tripathi,Batter,0
2024,IPL_T20_SRH,PLY_0065,Anmolpreet Singh,Batter,0
2024,IPL_T20_SRH,PLY_0005,Abdul Samad,Batter,0
2024,IPL_T20_SRH,PLY_0225,Heinrich Klaasen,Wicketkeeper,1
2024,IPL_T20_SRH,PLY_0791,,Wicketkeeper,0
2024,IPL_T20_SRH,PLY_0432,Pat Cummins,Allrounder,1
2024,IPL_T20_SRH,PLY_0026,Aiden Markram,Allrounder,1
2024,IPL_T20_SRH,PLY_0014,Abhishek Sharma,Allrounder,0
2024,IPL_T20_SRH,PLY_0351,Marco Jansen,Allrounder,1
2024,IPL_T20_SRH,PLY_0673,Washington Sundar,Allrounder,0
2024,IPL_T20_SRH,PLY_0206,Glenn Phillips,Allrounder,1
2024,IPL_T20_SRH,PLY_0541,Shahbaz Ahmed,Allrounder,0
2024,IPL_T20_SRH,PLY_0533,Sanvir Singh,Allrounder,0
2024,IPL_T20_SRH,PLY_0417,Nitish Kumar Reddy,Allrounder,0
2024,IPL_T20_SRH,PLY_0109,Bhuvneshwar Kumar,Bowler,0
2024,IPL_T20_SRH,PLY_0616,T Natarajan,Bowler,0
2024,IPL_T20_SRH,PLY_0363,Mayank Markande,Bowler,0
2024,IPL_T20_SRH,PLY_0645,Umran Malik,Bowler,0
2024,IPL_T20_SRH,PLY_0259,Jaydev Unadkat,Bowler,0
2024,IPL_T20_SRH,PLY_0199,Fazalhaq Farooqi,Bowler,1
2024,IPL_T20_SRH,PLY_0723,Akash Singh,Bowler,0
2024,IPL_T20_SRH,PLY_0792,,Bowler,0
2024,IPL_T20_SRH,PLY_0660,Vijayakanth Viyaskanth,Bowler,1
2024,IPL_T20_SRH,PLY_0773,,Bowler,0
2023,IPL_T20_CSK,PLY_0334,MS Dhoni,Wicketkeeper,0
2023,IPL_T20_CSK,PLY_0166,Devon Conway,Batter,1
2023,IPL_T20_CSK,PLY_0510,Ruturaj Gaikwad,Batter,0
2023,IPL_T20_CSK,PLY_0044,Ambati Rayudu,Batter,0
2023,IPL_T20_CSK,PLY_0793,,Batter,0
2023,IPL_T20_CSK,PLY_0028,Ajinkya Rahane,Batter,0
2023,IPL_T20_CSK,PLY_0546,Shaik Rasheed,Batter,0
2023,IPL_T20_CSK,PLY_0376,Moeen Ali,Allrounder,1
2023,IPL_T20_CSK,PLY_0565,Shivam Dube,Allrounder,0
2023,IPL_T20_CSK,PLY_0774,,Allrounder,0
2023,IPL_T20_CSK,PLY_0485,Ravindra Jadeja,Allrounder,0
2023,IPL_T20_CSK,PLY_0187,Dwaine Pretorius,Allrounder,1
2023,IPL_T20_CSK,PLY_0373,Mitchell Santner,Allrounder,1
2023,IPL_T20_CSK,PLY_0104,Ben Stokes,Allrounder,1
2023,IPL_T20_CSK,PLY_0703,Ajay Mandal,Allrounder,0
2023,IPL_T20_CSK,PLY_0794,,Allrounder,0
2023,IPL_T20_CSK,PLY_0708,Nishant Sindhu,Allrounder,0
2023,IPL_T20_CSK,PLY_0163,Deepak Chahar,Bowler,0
2023,IPL_T20_CSK,PLY_0639,Tushar Deshpande,Bowler,0
2023,IPL_T20_CSK,PLY_0718,Matheesha Pathirana,Bowler,1
2023,IPL_T20_CSK,PLY_0586,Simarjeet Singh,Bowler,0
2023,IPL_T20_CSK,PLY_0719,Prashant Solanki,Bowler,0
2023,IPL_T20_CSK,PLY_0336,Maheesh Theekshana,Bowler,1
2023,IPL_T20_CSK,PLY_0795,,Bowler,1
2023,IPL_T20_CSK,PLY_0723,Akash Singh,Bowler,0
2023,IPL_T20_DC,PLY_0157,David Warner,Batter,1
2023,IPL_T20_DC,PLY_0683,Yash Dhull,Batter,0
2023,IPL_T20_DC,PLY_0534,Sarfaraz Khan,Batter,0
