player_id,player_role,opponent_team_id,matches,runs_scored,balls_faced,batting_average,batting_strike_rate,wickets_taken,overs_bowled,bowling_average,bowling_economy
PLY_0608,Batter,IPL_T20_MI,16,336,271,24,123.99,0,4,,7
PLY_0608,Batter,IPL_T20_PBKS,10,318,248,45.43,128.23,0,2,,7
PLY_0608,Batter,IPL_T20_RCB,13,296,231,26.91,128.14,1,4,42,10.5
PLY_0608,Batter,IPL_T20_RPS,4,101,82,33.67,123.17,0,1,,9
PLY_0608,Batter,IPL_T20_RR,8,166,134,20.75,123.88,,,,
PLY_0608,Batter,IPL_T20_SRH,15,320,244,24.62,131.15,1,10,84,8.4
PLY_0610,Batter,IPL_T20_CSK,16,429,335,30.64,128.06,,,,
PLY_0610,Batter,IPL_T20_DC,19,483,343,32.2,140.82,,,,
PLY_0610,Batter,IPL_T20_GL,3,22,27,11,81.48,,,,
PLY_0610,Batter,IPL_T20_GT,7,316,182,52.67,173.63,,,,
PLY_0610,Batter,IPL_T20_KKR,13,474,315,47.4,150.48,,,,
PLY_0610,Batter,IPL_T20_LSG,8,215,143,26.88,150.35,,,,
PLY_0610,Batter,IPL_T20_MI,6,130,83,32.5,156.63,,,,
PLY_0610,Batter,IPL_T20_PBKS,17,547,350,36.47,156.29,,,,
PLY_0610,Batter,IPL_T20_RCB,18,481,307,34.36,156.68,,,,
PLY_0610,Batter,IPL_T20_RPS,2,90,65,90,138.46,,,,
PLY_0610,Batter,IPL_T20_RR,13,472,312,42.91,151.28,,,,
PLY_0610,Batter,IPL_T20_SRH,18,488,317,37.54,153.94,,,,
PLY_0611,Allrounder,IPL_T20_CSK,1,1,3,1,33.33,0,3.1,,12.63
PLY_0611,Allrounder,IPL_T20_KKR,1,4,4,4,100,,,,
PLY_0611,Allrounder,IPL_T20_RR,1,2,4,2,50,,,,
PLY_0612,Batter,IPL_T20_CSK,2,53,29,26.5,182.76,,,,
PLY_0612,Batter,IPL_T20_DC,1,6,5,6,120,,,,
PLY_0612,Batter,IPL_T20_KKR,2,34,27,34,125.93,,,,
PLY_0612,Batter,IPL_T20_LSG,2,16,16,8,100,,,,
PLY_0612,Batter,IPL_T20_RR,2,2,9,1,22.22,,,,
PLY_0612,Batter,IPL_T20_SRH,1,15,20,15,75,,,,
PLY_0614,Bowler,IPL_T20_CSK,1,,,,,0,2,,6.5
PLY_0614,Bowler,IPL_T20_DC,1,0,1,0,0,1,1,9,9
PLY_0614,Bowler,IPL_T20_GT,3,17,13,17,130.77,1,5,31,6.2
PLY_0614,Bowler,IPL_T20_KKR,2,2,3,1,66.67,0,5,,9.6
PLY_0614,Bowler,IPL_T20_MI,2,,,,,0,3,,11
PLY_0614,Bowler,IPL_T20_PBKS,1,1,1,1,100,2,3,14,9.33
PLY_0614,Bowler,IPL_T20_RPS,2,10,17,10,58.82,1,3,20,6.67
PLY_0614,Bowler,IPL_T20_RR,1,9,4,9,225,0,2,,9.5
PLY_0614,Bowler,IPL_T20_SRH,1,12,6,12,200,2,3.1,20,12.63
PLY_0616,Bowler,IPL_T20_CSK,6,0,1,0,0,10,24,23.8,9.92
PLY_0616,Bowler,IPL_T20_DC,7,,,,,9,25,18.22,6.56
PLY_0616,Bowler,IPL_T20_GL,2,,,,,1,5.4,54,9.53
PLY_0616,Bowler,IPL_T20_GT,4,,,,,3,15,53.33,10.67
PLY_0616,Bowler,IPL_T20_KKR,10,,,,,15,36.1,23.4,9.71
PLY_0616,Bowler,IPL_T20_LSG,4,,,,,2,15,65,8.67
PLY_0616,Bowler,IPL_T20_MI,5,,,,,1,19.2,208,10.76
PLY_0616,Bowler,IPL_T20_PBKS,7,,,,,7,25,27.86,7.8
PLY_0616,Bowler,IPL_T20_RCB,10,3,4,3,75,12,33,22.33,8.12
PLY_0616,Bowler,IPL_T20_RPS,1,,,,,1,3,26,8.67
PLY_0616,Bowler,IPL_T20_RR,7,,,,,7,26,32.57,8.77
PLY_0617,Bowler,IPL_T20_DC,1,2,4,2,50,0,4,,8.5
PLY_0617,Bowler,IPL_T20_GL,1,,,,,1,4,21,5.25
PLY_0617,Bowler,IPL_T20_KKR,1,,,,,0,4,,12.75
PLY_0617,Bowler,IPL_T20_RPS,1,,,,,1,4,36,9
PLY_0617,Bowler,IPL_T20_SRH,1,,,,,1,4,39,9.75
PLY_0619,Allrounder,IPL_T20_PBKS,1,24,31,24,77.42,,,,
PLY_0625,Allrounder,IPL_T20_CSK,5,169,138,56.33,122.46,,,,
PLY_0625,Allrounder,IPL_T20_DC,7,239,158,34.14,151.27,0,1,,7
PLY_0625,Allrounder,IPL_T20_GT,7,162,106,23.14,152.83,,,,
PLY_0625,Allrounder,IPL_T20_KKR,5,110,80,27.5,137.5,0,1,,6
PLY_0625,Allrounder,IPL_T20_LSG,6,128,114,25.6,112.28,0,1,,7
PLY_0625,Allrounder,IPL_T20_PBKS,6,144,85,48,169.41,,,,
PLY_0625,Allrounder,IPL_T20_RCB,4,156,88,78,177.27,,,,
PLY_0625,Allrounder,IPL_T20_RR,5,222,158,55.5,140.51,0,0.4,,12
PLY_0625,Allrounder,IPL_T20_SRH,6,169,111,56.33,152.25,,,,
PLY_0627,Batter,IPL_T20_CSK,7,87,52,21.75,167.31,,,,
PLY_0627,Batter,IPL_T20_DC,7,197,93,65.67,211.83,,,,
PLY_0627,Batter,IPL_T20_GT,6,94,57,18.8,164.91,,,,
PLY_0627,Batter,IPL_T20_KKR,4,61,45,20.33,135.56,,,,
PLY_0627,Batter,IPL_T20_LSG,3,80,50,80,160,,,,
PLY_0627,Batter,IPL_T20_MI,1,1,1,1,100,,,,
PLY_0627,Batter,IPL_T20_PBKS,4,108,56,108,192.86,,,,
PLY_0627,Batter,IPL_T20_RCB,2,4,8,2,50,,,,
PLY_0627,Batter,IPL_T20_RR,6,109,70,27.25,155.71,,,,
PLY_0627,Batter,IPL_T20_SRH,4,105,56,52.5,187.5,,,,
PLY_0629,Batter,IPL_T20_GT,1,3,5,3,60,,,,
PLY_0629,Batter,IPL_T20_MI,1,21,14,21,150,,,,
PLY_0629,Batter,IPL_T20_PBKS,1,2,4,2,50,,,,
PLY_0630,Bowler,IPL_T20_CSK,1,36,26,36,138.46,0,3,,10
PLY_0630,Bowler,IPL_T20_DC,7,20,20,10,100,2,25.1,106.5,8.46
PLY_0630,Bowler,IPL_T20_GL,1,25,11,25,227.27,0,4,,7.75
PLY_0630,Bowler,IPL_T20_GT,1,1,1,1,100,3,4,8,6
PLY_0630,Bowler,IPL_T20_KKR,5,,,,,4,20.1,53.75,10.66
PLY_0630,Bowler,IPL_T20_LSG,2,0,1,0,0,1,8,85,10.62
PLY_0630,Bowler,IPL_T20_MI,4,7,11,3.5,63.64,5,15,23.4,7.8
PLY_0630,Bowler,IPL_T20_PBKS,8,1,3,1,33.33,9,29.1,29.78,9.19
PLY_0630,Bowler,IPL_T20_RCB,6,1,5,1,20,6,20.1,25.33,7.54
PLY_0630,Bowler,IPL_T20_RPS,2,7,3,7,233.33,1,8,69,8.62
PLY_0630,Bowler,IPL_T20_RR,2,14,17,14,82.35,2,8,41.5,10.38
PLY_0630,Bowler,IPL_T20_SRH,7,4,5,4,80,10,28,21.3,7.61
PLY_0632,Batter,IPL_T20_RCB,2,18,20,9,90,,,,
PLY_0633,Allrounder,IPL_T20_CSK,4,12,15,12,80,7,14.5,23.14,10.92
PLY_0633,Allrounder,IPL_T20_DC,1,2,3,2,66.67,1,2,21,10.5
PLY_0633,Allrounder,IPL_T20_KKR,1,54,36,54,150,1,4,37,9.25
PLY_0633,Allrounder,IPL_T20_MI,2,33,33,16.5,100,1,6.1,66,10.7
PLY_0633,Allrounder,IPL_T20_PBKS,2,5,4,5,125,1,4.1,50,12
PLY_0633,Allrounder,IPL_T20_RCB,1,,,,,0,3.1,,12.63
PLY_0633,Allrounder,IPL_T20_RR,2,21,16,21,131.25,2,5.5,27,9.26
PLY_0634,Batter,IPL_T20_PBKS,1,18,23,18,78.26,,,,
PLY_0634,Batter,IPL_T20_RCB,1,20,15,20,133.33,,,,
PLY_0634,Batter,IPL_T20_SRH,1,10,16,10,62.5,,,,
PLY_0636,Batter,IPL_T20_CSK,3,63,47,21,134.04,,,,
PLY_0636,Batter,IPL_T20_DC,3,113,46,56.5,245.65,2,3,15,10
PLY_0636,Batter,IPL_T20_GL,2,30,17,30,176.47,0,2.5,,10.24
PLY_0636,Batter,IPL_T20_GT,3,47,35,15.67,134.29,,,,
PLY_0636,Batter,IPL_T20_KKR,5,155,92,38.75,168.48,0,2.5,,15.18
PLY_0636,Batter,IPL_T20_LSG,2,136,58,136,234.48,,,,
PLY_0636,Batter,IPL_T20_MI,6,187,126,31.17,148.41,,,,
PLY_0636,Batter,IPL_T20_PBKS,4,98,60,24.5,163.33,,,,
PLY_0636,Batter,IPL_T20_RCB,3,120,54,40,222.22,,,,
PLY_0636,Batter,IPL_T20_RPS,2,8,14,8,57.14,,,,
PLY_0636,Batter,IPL_T20_RR,3,159,103,53,154.37,,,,
PLY_0636,Batter,IPL_T20_SRH,1,30,22,30,136.36,0,1,,11
PLY_0637,Bowler,IPL_T20_CSK,14,8,7,2.67,114.29,13,52.4,35.31,8.72
PLY_0637,Bowler,IPL_T20_DC,13,6,7,6,85.71,16,47,23.62,8.04
PLY_0637,Bowler,IPL_T20_GL,2,,,,,2,8,39.5,9.88
PLY_0637,Bowler,IPL_T20_GT,8,26,19,13,136.84,8,29,30.75,8.48
PLY_0637,Bowler,IPL_T20_KKR,11,0,3,0,0,14,41,23.36,7.98
PLY_0637,Bowler,IPL_T20_LSG,7,19,10,19,190,12,27,15.67,6.96
PLY_0637,Bowler,IPL_T20_MI,11,7,10,7,70,14,42.5,26.43,8.64
PLY_0637,Bowler,IPL_T20_PBKS,16,13,11,13,118.18,12,60,46,9.2
PLY_0637,Bowler,IPL_T20_RCB,14,6,11,6,54.55,19,54,24.32,8.56
PLY_0637,Bowler,IPL_T20_RR,9,,,,,12,32.1,22.08,8.24
PLY_0637,Bowler,IPL_T20_SRH,14,0,3,0,0,21,54.3,20.76,8
PLY_0638,Batter,IPL_T20_CSK,5,49,47,12.25,104.26,1,2,14,7
PLY_0638,Batter,IPL_T20_GT,3,78,38,78,205.26,2,1,5.5,11
PLY_0638,Batter,IPL_T20_KKR,3,59,42,19.67,140.48,,,,
PLY_0638,Batter,IPL_T20_LSG,3,106,56,106,189.29,1,2,32,16
PLY_0638,Batter,IPL_T20_MI,4,122,58,61,210.34,,,,
PLY_0638,Batter,IPL_T20_PBKS,2,23,22,23,104.55,,,,
PLY_0638,Batter,IPL_T20_RCB,3,75,45,75,166.67,,,,
PLY_0638,Batter,IPL_T20_RR,3,125,62,125,201.61,0,1,,12
PLY_0638,Batter,IPL_T20_SRH,4,74,63,74,117.46,,,,
PLY_0639,Bowler,IPL_T20_CSK,3,1,2,1,50,2,12,58.5,9.75
PLY_0639,Bowler,IPL_T20_DC,4,0,1,0,0,1,14,106,7.57
PLY_0639,Bowler,IPL_T20_GT,6,3,3,3,100,8,23.3,32.12,10.94
PLY_0639,Bowler,IPL_T20_KKR,6,3,4,3,75,5,19.3,34.2,8.77
PLY_0639,Bowler,IPL_T20_LSG,6,,,,,4,20.5,47,9.02
PLY_0639,Bowler,IPL_T20_MI,3,,,,,5,11,17.2,7.82
PLY_0639,Bowler,IPL_T20_PBKS,4,0,1,0,0,7,14,23.14,11.57
PLY_0639,Bowler,IPL_T20_RCB,5,1,2,1,50,4,16,49.5,12.38
PLY_0639,Bowler,IPL_T20_RR,4,,,,,8,16.1,18.25,9.03
PLY_0639,Bowler,IPL_T20_SRH,5,20,9,20,222.22,7,15,21.71,10.13
PLY_0640,Bowler,IPL_T20_DC,2,0,3,0,0,2,7,29.5,8.43
PLY_0640,Bowler,IPL_T20_KKR,2,2,5,2,40,4,7,17.25,9.86
PLY_0640,Bowler,IPL_T20_LSG,1,0,1,0,0,0,3,,18
PLY_0640,Bowler,IPL_T20_MI,1,,,,,0,3.5,,9.39
PLY_0640,Bowler,IPL_T20_PBKS,2,0,2,0,0,1,6,59,9.83
PLY_0640,Bowler,IPL_T20_RR,1,,,,,3,4,11.67,8.75
PLY_0640,Bowler,IPL_T20_SRH,1,6,3,6,200,1,4,31,7.75
PLY_0644,Bowler,IPL_T20_CSK,10,17,33,3.4,51.52,9,32.1,28,7.83
PLY_0644,Bowler,IPL_T20_DC,12,5,10,1.67,50,13,42.1,28,8.63
PLY_0644,Bowler,IPL_T20_GL,2,,,,,1,4,35,8.75
PLY_0644,Bowler,IPL_T20_GT,2,20,21,20,95.24,1,7,55,7.86
PLY_0644,Bowler,IPL_T20_KKR,2,,,,,2,7.1,31.5,8.79
PLY_0644,Bowler,IPL_T20_LSG,2,2,5,1,40,2,7,28,8
PLY_0644,Bowler,IPL_T20_MI,12,13,14,13,92.86,11,37.4,31.45,9.19
PLY_0644,Bowler,IPL_T20_PBKS,14,0,2,0,0,24,51.2,17.29,8.08
PLY_0644,Bowler,IPL_T20_RCB,7,26,18,26,144.44,7,20.2,27.14,9.34
PLY_0644,Bowler,IPL_T20_RPS,3,9,4,9,225,3,9,22.33,7.44
PLY_0644,Bowler,IPL_T20_RR,8,45,21,22.5,214.29,6,29.3,47.5,9.66
PLY_0644,Bowler,IPL_T20_SRH,15,25,15,25,166.67,11,57.2,46.18,8.86
PLY_0645,Bowler,IPL_T20_CSK,3,,,,,0,10,,9.5
PLY_0645,Bowler,IPL_T20_DC,3,,,,,0,7,,12.57
PLY_0645,Bowler,IPL_T20_GT,2,,,,,6,8,10.67,8
PLY_0645,Bowler,IPL_T20_KKR,4,3,5,3,60,6,14,20.5,8.79
PLY_0645,Bowler,IPL_T20_LSG,2,1,1,1,100,1,5,61,12.2
PLY_0645,Bowler,IPL_T20_MI,4,,,,,4,11.2,31.75,11.21
PLY_0645,Bowler,IPL_T20_PBKS,3,0,1,0,0,7,10.1,12,8.26
PLY_0645,Bowler,IPL_T20_RCB,3,0,1,0,0,2,10.1,29.5,5.8
PLY_0645,Bowler,IPL_T20_RR,2,19,8,19,237.5,3,7.1,23.67,9.91
PLY_0646,Batter,IPL_T20_DC,1,14,11,14,127.27,,,,
PLY_0646,Batter,IPL_T20_PBKS,1,0,4,0,0,,,,
PLY_0646,Batter,IPL_T20_RCB,1,58,37,58,156.76,,,,
PLY_0646,Batter,IPL_T20_RR,2,25,31,12.5,80.65,,,,
PLY_0646,Batter,IPL_T20_SRH,1,5,4,5,125,,,,
PLY_0647,Batter,IPL_T20_GT,1,37,19,37,194.74,,,,
PLY_0647,Batter,IPL_T20_KKR,1,31,11,31,281.82,,,,
PLY_0647,Batter,IPL_T20_RR,1,0,2,0,0,,,,
PLY_0648,Batter,IPL_T20_DC,2,49,40,24.5,122.5,,,,
PLY_0648,Batter,IPL_T20_KKR,1,21,17,21,123.53,,,,
PLY_0648,Batter,IPL_T20_PBKS,1,30,29,30,103.45,,,,
PLY_0648,Batter,IPL_T20_RCB,1,16,6,16,266.67,,,,
PLY_0648,Batter,IPL_T20_SRH,1,11,8,11,137.5,,,,
PLY_0651,Bowler,IPL_T20_CSK,5,2,3,2,66.67,9,19.1,17.56,8.24
PLY_0651,Bowler,IPL_T20_DC,4,2,4,2,50,6,12.1,17.67,8.71
PLY_0651,Bowler,IPL_T20_GT,2,2,6,2,33.33,1,8,78,9.75
PLY_0651,Bowler,IPL_T20_LSG,4,1,1,1,100,3,13.2,40,9
PLY_0651,Bowler,IPL_T20_MI,3,,,,,1,9.2,94,10.07
PLY_0651,Bowler,IPL_T20_PBKS,3,0,7,0,0,3,9.3,30.67,9.68
PLY_0651,Bowler,IPL_T20_RCB,2,,,,,1,5,64,12.8
PLY_0651,Bowler,IPL_T20_RR,3,,,,,4,11.1,32,11.46
PLY_0651,Bowler,IPL_T20_SRH,6,2,3,1,66.67,8,20.2,22,8.66
PLY_0652,Batter,IPL_T20_CSK,1,57,33,57,172.73,,,,
PLY_0652,Batter,IPL_T20_GT,1,101,38,101,265.79,,,,
PLY_0652,Batter,IPL_T20_KKR,1,4,2,4,200,,,,
PLY_0652,Batter,IPL_T20_LSG,1,34,20,34,170,,,,
PLY_0652,Batter,IPL_T20_MI,1,0,2,0,0,,,,
PLY_0652,Batter,IPL_T20_PBKS,1,40,15,40,266.67,,,,
PLY_0652,Batter,IPL_T20_RCB,1,16,12,16,133.33,,,,
PLY_0653,Bowler,IPL_T20_DC,6,4,9,4,44.44,6,15.2,20.83,8.15
PLY_0653,Bowler,IPL_T20_GL,2,,,,,0,6,,10.33
PLY_0653,Bowler,IPL_T20_KKR,6,4,13,4,30.77,4,18,41.5,9.22
PLY_0653,Bowler,IPL_T20_LSG,1,,,,,2,4,22.5,11.25
PLY_0653,Bowler,IPL_T20_MI,3,,,,,2,12,62,10.33
PLY_0653,Bowler,IPL_T20_PBKS,3,,,,,0,8.1,,10.9
PLY_0653,Bowler,IPL_T20_RCB,4,0,5,0,0,2,10,44,8.8
PLY_0653,Bowler,IPL_T20_RPS,1,,,,,0,3,,10.33
PLY_0653,Bowler,IPL_T20_SRH,3,6,3,6,200,2,10.2,49.5,9.58
PLY_0655,Allrounder,IPL_T20_CSK,6,116,95,19.33,122.11,0,2,,5
PLY_0655,Allrounder,IPL_T20_DC,8,131,108,21.83,121.3,2,7,42.5,12.14
PLY_0655,Allrounder,IPL_T20_GT,4,125,90,31.25,138.89,,,,
PLY_0655,Allrounder,IPL_T20_LSG,4,70,49,23.33,142.86,,,,
PLY_0655,Allrounder,IPL_T20_MI,7,365,228,60.83,160.09,0,1,,8
PLY_0655,Allrounder,IPL_T20_PBKS,6,161,124,26.83,129.84,1,2.4,30,11.25
PLY_0655,Allrounder,IPL_T20_RCB,8,183,149,26.14,122.82,0,1,,10
PLY_0655,Allrounder,IPL_T20_RR,4,109,90,27.25,121.11,,,,
PLY_0655,Allrounder,IPL_T20_SRH,9,208,136,29.71,152.94,,,,
PLY_0658,Allrounder,IPL_T20_CSK,9,188,142,26.86,132.39,2,4.1,16.5,7.92
PLY_0658,Allrounder,IPL_T20_DC,8,167,147,23.86,113.61,1,8,61,7.62
PLY_0658,Allrounder,IPL_T20_GL,1,63,44,63,143.18,,,,
PLY_0658,Allrounder,IPL_T20_KKR,8,225,131,45,171.76,1,7,56,8
PLY_0658,Allrounder,IPL_T20_LSG,4,40,43,10,93.02,,,,
PLY_0658,Allrounder,IPL_T20_MI,9,158,131,26.33,120.61,2,3,9.5,6.33
PLY_0658,Allrounder,IPL_T20_PBKS,6,82,83,20.5,98.8,0,1,,6
PLY_0658,Allrounder,IPL_T20_RCB,7,123,89,24.6,138.2,1,4.5,43,8.9
PLY_0658,Allrounder,IPL_T20_RR,9,150,116,18.75,129.31,2,10.3,46.5,8.86
PLY_0658,Allrounder,IPL_T20_SRH,2,37,24,37,154.17,0,1,,14
PLY_0660,Bowler,IPL_T20_KKR,1,7,5,7,140,0,2,,11
PLY_0660,Bowler,IPL_T20_LSG,1,,,,,0,4,,6.75
PLY_0660,Bowler,IPL_T20_PBKS,1,,,,,1,4,37,9.25
PLY_0664,Bowler,IPL_T20_CSK,5,0,1,0,0,4,14,37.75,10.79
PLY_0664,Bowler,IPL_T20_DC,2,,,,,1,7,64,9.14
PLY_0664,Bowler,IPL_T20_GL,1,1,1,1,100,2,3,8.5,5.67
PLY_0664,Bowler,IPL_T20_KKR,3,,,,,3,10.3,28.33,8.1
PLY_0664,Bowler,IPL_T20_PBKS,2,,,,,0,7,,9
PLY_0664,Bowler,IPL_T20_RCB,1,6,3,6,200,2,2,15,15
PLY_0664,Bowler,IPL_T20_RPS,1,12,11,12,109.09,0,2,,7
PLY_0664,Bowler,IPL_T20_RR,2,,,,,2,7.1,26,7.26
PLY_0664,Bowler,IPL_T20_SRH,2,0,1,0,0,0,7,,7.43
PLY_0665,Bowler,IPL_T20_CSK,1,1,2,1,50,2,4,13.5,6.75
PLY_0665,Bowler,IPL_T20_GT,2,0,1,0,0,0,8,,8.88
PLY_0665,Bowler,IPL_T20_KKR,1,38,19,38,200,2,4.1,20.5,9.84
PLY_0665,Bowler,IPL_T20_LSG,2,39,15,39,260,1,3,49,16.33
PLY_0665,Bowler,IPL_T20_MI,2,34,19,34,178.95,2,8,33,8.25
PLY_0665,Bowler,IPL_T20_PBKS,1,,,,,2,4,19,9.5
PLY_0665,Bowler,IPL_T20_RCB,2,12,6,12,200,2,5.1,15,5.81
PLY_0665,Bowler,IPL_T20_RR,1,,,,,0,1.1,,11.14
PLY_0665,Bowler,IPL_T20_SRH,1,18,17,18,105.88,0,2.1,,9.69
PLY_0666,Batter,IPL_T20_CSK,18,551,436,32.41,126.38,0,1,,6
PLY_0666,Batter,IPL_T20_DC,19,696,529,43.5,131.57,,,,
PLY_0666,Batter,IPL_T20_GL,5,283,183,70.75,154.64,0,1.2,,9.75
PLY_0666,Batter,IPL_T20_GT,6,351,245,87.75,143.27,,,,
PLY_0666,Batter,IPL_T20_KKR,21,809,576,53.93,140.45,,,,
PLY_0666,Batter,IPL_T20_LSG,6,193,145,32.17,133.1,,,,
PLY_0666,Batter,IPL_T20_MI,19,702,533,43.88,131.71,,,,
PLY_0666,Batter,IPL_T20_PBKS,22,866,613,45.58,141.27,,,,
PLY_0666,Batter,IPL_T20_RPS,4,271,188,90.33,144.15,,,,
PLY_0666,Batter,IPL_T20_RR,20,713,518,50.93,137.64,0,0.5,,4.8
PLY_0666,Batter,IPL_T20_SRH,20,599,430,31.53,139.3,,,,
PLY_0667,Batter,IPL_T20_DC,1,4,14,4,28.57,,,,
PLY_0667,Batter,IPL_T20_MI,1,11,12,11,91.67,,,,
PLY_0668,Batter,IPL_T20_CSK,1,1,2,1,50,,,,
PLY_0668,Batter,IPL_T20_DC,2,48,43,24,111.63,,,,
PLY_0668,Batter,IPL_T20_KKR,1,11,10,11,110,,,,
PLY_0668,Batter,IPL_T20_MI,2,38,24,19,158.33,,,,
PLY_0668,Batter,IPL_T20_RR,2,1,5,1,20,,,,
PLY_0669,Batter,IPL_T20_DC,2,12,14,6,85.71,,,,
PLY_0669,Batter,IPL_T20_GT,2,35,27,17.5,129.63,,,,
PLY_0669,Batter,IPL_T20_LSG,1,2,4,2,50,,,,
PLY_0669,Batter,IPL_T20_PBKS,1,7,12,7,58.33,,,,
PLY_0670,Allrounder,IPL_T20_MI,1,69,47,69,146.81,0,1.1,,16.29
PLY_0670,Allrounder,IPL_T20_RR,1,,,,,0,2,,9
PLY_0673,Allrounder,IPL_T20_CSK,6,46,35,15.33,131.43,4,16.4,26.75,6.42
PLY_0673,Allrounder,IPL_T20_DC,8,53,41,17.67,129.27,8,29,28.62,7.9
PLY_0673,Allrounder,IPL_T20_GL,1,,,,,0,2,,6
PLY_0673,Allrounder,IPL_T20_GT,3,3,5,1.5,60,0,10,,7.5
PLY_0673,Allrounder,IPL_T20_KKR,9,5,12,5,41.67,8,30,32.62,8.7
PLY_0673,Allrounder,IPL_T20_LSG,3,36,45,12,80,3,9,22.33,7.44
PLY_0673,Allrounder,IPL_T20_MI,11,97,73,16.17,132.88,7,33,31,6.58
PLY_0673,Allrounder,IPL_T20_PBKS,6,77,64,25.67,120.31,3,15,39.67,7.93
PLY_0673,Allrounder,IPL_T20_RCB,1,,,,,1,2,7,3.5
PLY_0673,Allrounder,IPL_T20_RR,7,89,46,22.25,193.48,1,22,211,9.59
PLY_0673,Allrounder,IPL_T20_SRH,8,105,84,17.5,125,4,18.1,32.75,7.21
PLY_0675,Bowler,IPL_T20_CSK,1,2,5,2,40,1,4,48,12
PLY_0675,Bowler,IPL_T20_DC,1,,,,,1,4,28,7
PLY_0675,Bowler,IPL_T20_GT,1,,,,,0,3.2,,12.6
PLY_0675,Bowler,IPL_T20_LSG,1,,,,,3,4,13.67,10.25
PLY_0675,Bowler,IPL_T20_PBKS,1,,,,,1,3,32,10.67
PLY_0675,Bowler,IPL_T20_RR,1,,,,,3,3,3.33,3.33
PLY_0675,Bowler,IPL_T20_SRH,1,,,,,0,4,,8.75
PLY_0678,Allrounder,IPL_T20_CSK,2,11,7,11,157.14,1,5,36,7.2
PLY_0678,Allrounder,IPL_T20_DC,3,63,43,31.5,146.51,1,2.1,32,14.77
PLY_0678,Allrounder,IPL_T20_GT,3,154,79,77,194.94,0,1,,15
PLY_0678,Allrounder,IPL_T20_KKR,2,71,49,35.5,144.9,,,,
PLY_0678,Allrounder,IPL_T20_LSG,2,34,28,17,121.43,2,2,9,9
PLY_0678,Allrounder,IPL_T20_MI,1,8,6,8,133.33,1,2,24,12
PLY_0678,Allrounder,IPL_T20_PBKS,2,29,15,14.5,193.33,0,2,,8
PLY_0678,Allrounder,IPL_T20_RCB,1,22,18,22,122.22,0,1,,10
PLY_0678,Allrounder,IPL_T20_SRH,4,71,58,23.67,122.41,3,8,23,8.62
PLY_0679,Batter,IPL_T20_CSK,10,269,244,33.62,110.25,,,,
PLY_0679,Batter,IPL_T20_DC,12,272,200,22.67,136,,,,
PLY_0679,Batter,IPL_T20_GL,3,63,49,21,128.57,,,,
PLY_0679,Batter,IPL_T20_KKR,14,291,252,24.25,115.48,,,,
PLY_0679,Batter,IPL_T20_LSG,3,133,91,44.33,146.15,,,,
PLY_0679,Batter,IPL_T20_MI,14,377,292,37.7,129.11,,,,
PLY_0679,Batter,IPL_T20_PBKS,8,146,126,18.25,115.87,,,,
PLY_0679,Batter,IPL_T20_RCB,15,261,205,18.64,127.32,,,,
PLY_0679,Batter,IPL_T20_RPS,4,34,34,11.33,100,,,,
PLY_0679,Batter,IPL_T20_RR,10,115,86,14.38,133.72,,,,
PLY_0679,Batter,IPL_T20_SRH,8,169,126,21.12,134.13,,,,
PLY_0680,Bowler,IPL_T20_KKR,1,11,15,11,73.33,1,3,30,10
PLY_0680,Bowler,IPL_T20_RCB,2,,,,,1,6,54,9
PLY_0680,Bowler,IPL_T20_RR,1,,,,,0,1,,12
PLY_0682,Bowler,IPL_T20_CSK,7,,,,,7,22.2,30,9.4
PLY_0682,Bowler,IPL_T20_DC,4,,,,,5,12.1,23.8,9.78
PLY_0682,Bowler,IPL_T20_GT,3,,,,,2,11.1,37.5,6.72
PLY_0682,Bowler,IPL_T20_KKR,5,0,1,0,0,6,19.2,39.67,12.31
PLY_0682,Bowler,IPL_T20_LSG,3,,,,,3,9,30.67,10.22
PLY_0682,Bowler,IPL_T20_MI,1,,,,,2,4,23,11.5
PLY_0682,Bowler,IPL_T20_PBKS,6,1,2,1,50,4,17.2,32.25,7.44
PLY_0682,Bowler,IPL_T20_RCB,2,,,,,1,8,74,9.25
PLY_0682,Bowler,IPL_T20_RR,7,,,,,8,25.1,30.88,9.81
PLY_0682,Bowler,IPL_T20_SRH,5,3,6,3,50,3,18.2,53.33,8.73
PLY_0683,Batter,IPL_T20_CSK,1,13,15,13,86.67,,,,
PLY_0683,Batter,IPL_T20_MI,1,2,4,2,50,,,,
PLY_0683,Batter,IPL_T20_RCB,1,1,4,1,25,,,,
PLY_0684,Batter,IPL_T20_CSK,8,266,165,33.25,161.21,,,,
PLY_0684,Batter,IPL_T20_DC,7,178,136,25.43,130.88,,,,
PLY_0684,Batter,IPL_T20_GT,7,140,108,28,129.63,,,,
PLY_0684,Batter,IPL_T20_KKR,6,202,121,40.4,166.94,,,,
PLY_0684,Batter,IPL_T20_LSG,5,207,146,41.4,141.78,,,,
PLY_0684,Batter,IPL_T20_MI,8,296,167,42.29,177.25,,,,
PLY_0684,Batter,IPL_T20_PBKS,8,338,223,42.25,151.57,,,,
PLY_0684,Batter,IPL_T20_RCB,9,272,178,30.22,152.81,0,0.1,,36
PLY_0684,Batter,IPL_T20_SRH,8,267,173,33.38,154.34,,,,
PLY_0690,Bowler,IPL_T20_CSK,1,,,,,3,4.1,15.67,11.28
