player_id,player_name,from_team_id,to_team_id,season
PLY_0714,Tejasvi Dahiya,,IPL_T20_MI,2025
PLY_0714,Tejasvi Dahiya,IPL_T20_MI,IPL_T20_KKR,2026
PLY_0716,Saurabh Dube,,IPL_T20_MI,2025
PLY_0716,Saurabh Dube,IPL_T20_MI,IPL_T20_KKR,2026
PLY_0717,Blessing Muzarabani,,IPL_T20_MI,2025
PLY_0717,Blessing Muzarabani,IPL_T20_MI,IPL_T20_KKR,2026
PLY_0718,Matheesha Pathirana,,IPL_T20_CSK,2022
PLY_0718,Matheesha Pathirana,IPL_T20_CSK,IPL_T20_MI,2025
PLY_0718,Matheesha Pathirana,IPL_T20_MI,IPL_T20_KKR,2026
PLY_0719,Prashant Solanki,,IPL_T20_CSK,2022
PLY_0719,Prashant Solanki,IPL_T20_CSK,IPL_T20_MI,2025
PLY_0719,Prashant Solanki,IPL_T20_MI,IPL_T20_KKR,2026
PLY_0720,Akshat Raghuwanshi,,IPL_T20_PBKS,2025
PLY_0720,Akshat Raghuwanshi,IPL_T20_PBKS,IPL_T20_LSG,2026
PLY_0721,Mukul Choudhary,,IPL_T20_PBKS,2025
PLY_0721,Mukul Choudhary,IPL_T20_PBKS,IPL_T20_LSG,2026
PLY_0722,Himmat Singh,,IPL_T20_RCB,2019
PLY_0722,Himmat Singh,IPL_T20_RCB,IPL_T20_PBKS,2025
PLY_0722,Himmat Singh,IPL_T20_PBKS,IPL_T20_LSG,2026
PLY_0723,Akash Singh,,IPL_T20_RR,2009
PLY_0723,Akash Singh,IPL_T20_RR,IPL_T20_CSK,2023
PLY_0723,Akash Singh,IPL_T20_CSK,IPL_T20_SRH,2024
PLY_0723,Akash Singh,IPL_T20_SRH,IPL_T20_PBKS,2025
PLY_0723,Akash Singh,IPL_T20_PBKS,IPL_T20_LSG,2026
PLY_0724,Digvesh Rathi,,IPL_T20_PBKS,2025
PLY_0724,Digvesh Rathi,IPL_T20_PBKS,IPL_T20_LSG,2026
PLY_0725,Manimaran Siddharth,,IPL_T20_DC,2021
PLY_0725,Manimaran Siddharth,IPL_T20_DC,IPL_T20_LSG,2024
PLY_0725,Manimaran Siddharth,IPL_T20_LSG,IPL_T20_PBKS,2025
PLY_0725,Manimaran Siddharth,IPL_T20_PBKS,IPL_T20_LSG,2026
PLY_0726,Naman Tiwari,,IPL_T20_PBKS,2025
PLY_0726,Naman Tiwari,IPL_T20_PBKS,IPL_T20_LSG,2026
PLY_0727,Mayank Yadav,,IPL_T20_LSG,2022
PLY_0727,Mayank Yadav,IPL_T20_LSG,IPL_T20_PBKS,2025
PLY_0727,Mayank Yadav,IPL_T20_PBKS,IPL_T20_LSG,2026
PLY_0728,Danish Malewar,,IPL_T20_RR,2025
PLY_0728,Danish Malewar,IPL_T20_RR,IPL_T20_MI,2026
PLY_0729,Atharva Ankolekar,,IPL_T20_RR,2025
PLY_0729,Atharva Ankolekar,IPL_T20_RR,IPL_T20_MI,2026
PLY_0730,Raj Bawa,,IPL_T20_PBKS,2022
PLY_0730,Raj Bawa,IPL_T20_PBKS,IPL_T20_RR,2025
PLY_0730,Raj Bawa,IPL_T20_RR,IPL_T20_MI,2026
PLY_0731,Mayank Rawat,,IPL_T20_RR,2007
PLY_0731,Mayank Rawat,IPL_T20_RR,IPL_T20_PW,2013
PLY_0731,Mayank Rawat,IPL_T20_PW,IPL_T20_RR,2025
PLY_0731,Mayank Rawat,IPL_T20_RR,IPL_T20_MI,2026
PLY_0732,Ashwani Kumar,,IPL_T20_RCB,2025
PLY_0732,Ashwani Kumar,IPL_T20_RCB,IPL_T20_MI,2026
PLY_0733,AM Ghazanfar,,IPL_T20_RCB,2025
PLY_0733,AM Ghazanfar,IPL_T20_RCB,IPL_T20_MI,2026
PLY_0734,Mohd Izhar,,IPL_T20_RCB,2025
PLY_0734,Mohd Izhar,IPL_T20_RCB,IPL_T20_MI,2026
PLY_0735,Pyla Avinash,,IPL_T20_RCB,2025
PLY_0735,Pyla Avinash,IPL_T20_RCB,IPL_T20_PBKS,2026
PLY_0736,Harnoor Singh,,IPL_T20_RCB,2025
PLY_0736,Harnoor Singh,IPL_T20_RCB,IPL_T20_PBKS,2026
PLY_0737,Cooper Connolly,,IPL_T20_SRH,2025
PLY_0737,Cooper Connolly,IPL_T20_SRH,IPL_T20_PBKS,2026
PLY_0738,Musheer Khan,,IPL_T20_PBKS,2021
PLY_0738,Musheer Khan,IPL_T20_PBKS,IPL_T20_GT,2024
PLY_0738,Musheer Khan,IPL_T20_GT,IPL_T20_SRH,2025
PLY_0738,Musheer Khan,IPL_T20_SRH,IPL_T20_PBKS,2026
PLY_0739,Ben Dwarshuis,,IPL_T20_PBKS,2018
PLY_0739,Ben Dwarshuis,IPL_T20_PBKS,IPL_T20_DC,2021
PLY_0739,Ben Dwarshuis,IPL_T20_DC,IPL_T20_SRH,2025
PLY_0739,Ben Dwarshuis,IPL_T20_SRH,IPL_T20_PBKS,2026
PLY_0740,Vishal Nishad,,IPL_T20_SRH,2025
PLY_0740,Vishal Nishad,IPL_T20_SRH,IPL_T20_PBKS,2026
PLY_0741,Vijaykumar Vyshak,,IPL_T20_LSG,2023
PLY_0741,Vijaykumar Vyshak,IPL_T20_LSG,IPL_T20_PBKS,2025
PLY_0742,Aman Rao,,IPL_T20_RR,2026
PLY_0743,Lhuan-dre Pretorius,,IPL_T20_RR,2026
PLY_0744,Ravi Singh,,IPL_T20_RR,2026
PLY_0745,Brijesh Sharma,,IPL_T20_RR,2026
PLY_0746,Nandre Burger,,IPL_T20_RR,2024
PLY_0747,Sushant Mishra,,IPL_T20_SRH,2022
PLY_0747,Sushant Mishra,IPL_T20_SRH,IPL_T20_GT,2024
PLY_0747,Sushant Mishra,IPL_T20_GT,IPL_T20_RR,2026
PLY_0748,Vignesh Puthur,,IPL_T20_MI,2025
PLY_0748,Vignesh Puthur,IPL_T20_MI,IPL_T20_RR,2026
PLY_0749,Kuldeep Sen,,IPL_T20_RR,2022
PLY_0750,Yash Raj Punja,,IPL_T20_RR,2026
PLY_0751,Jordan Cox,,IPL_T20_RCB,2026
PLY_0752,Kanishk Chouhan,,IPL_T20_RCB,2026
PLY_0753,Mangesh Yadav,,IPL_T20_RCB,2026
PLY_0754,Abhinandan Singh,,IPL_T20_RCB,2026
PLY_0755,Satvik Deswal,,IPL_T20_RCB,2026
PLY_0756,Jacob Duffy,,IPL_T20_RCB,2026
PLY_0757,Vicky Ostwal,,IPL_T20_DC,2022
PLY_0757,Vicky Ostwal,IPL_T20_DC,IPL_T20_RCB,2026
PLY_0758,Vicky Ostwal,,IPL_T20_KKR,2023
PLY_0758,Vicky Ostwal,IPL_T20_KKR,IPL_T20_RCB,2026
PLY_0759,Nuwan Thushara,,IPL_T20_MI,2024
PLY_0759,Nuwan Thushara,IPL_T20_MI,IPL_T20_RCB,2025
PLY_0760,Salil Arora,,IPL_T20_SRH,2026
PLY_0761,Ravichandran Smaran,,IPL_T20_SRH,2026
PLY_0762,Brydon Carse,,IPL_T20_SRH,2026
PLY_0763,Harsh Dubey,,IPL_T20_SRH,2025
PLY_0764,Krains Fuletra,,IPL_T20_SRH,2026
PLY_0765,Shivang Kumar,,IPL_T20_SRH,2026
PLY_0766,Praful Hinge,,IPL_T20_SRH,2026
PLY_0767,Eshan Malinga,,IPL_T20_SRH,2025
PLY_0768,David Payne,,IPL_T20_SRH,2026
PLY_0769,Sakib Hussain,,IPL_T20_KKR,2024
PLY_0769,Sakib Hussain,IPL_T20_KKR,IPL_T20_SRH,2026
PLY_0770,Onkar Tarmale,,IPL_T20_SRH,2026
PLY_0771,Zeeshan Ansari,,IPL_T20_SRH,2025
