player_id,player_name,nationality,batting_style,bowling_style,role,is_overseas,current_team_id,photo_url
PLY_0306,Kuldeep Yadav,India,Left-hand,Left-arm leg-spin,Bowler,0,IPL_T20_DC,https://scores.iplt20.com/ipl/playerimages/Kuldeep%20Yadav.png
PLY_0393,Mukesh Kumar,India,Right-hand,Right-arm fast,Bowler,0,IPL_T20_DC,https://scores.iplt20.com/ipl/playerimages/Mukesh%20Kumar.png
PLY_0616,T Natarajan,India,Left-hand,Left-arm fast,Bowler,0,IPL_T20_DC,https://scores.iplt20.com/ipl/playerimages/T%20Natarajan.png
PLY_0705,Lungi Ngidi,Overseas,Right-hand,Right-arm fast,Bowler,1,IPL_T20_DC,https://scores.iplt20.com/ipl/playerimages/Lungi%20Ngidi.png
PLY_0665,Vipraj Nigam,India,Right-hand,Right-arm off-spin,Bowler,0,IPL_T20_DC,https://scores.iplt20.com/ipl/playerimages/Vipraj%20Nigam.png
PLY_0374,Mitchell Starc,Overseas,Left-hand,Left-arm fast,Bowler,1,IPL_T20_DC,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Starc.png
PLY_0707,Tripurana Vijay,India,Right-hand,Right-arm fast,Bowler,0,IPL_T20_DC,https://scores.iplt20.com/ipl/playerimages/Tripurana%20Vijay.png
PLY_0580,Shubman Gill,India,Right-hand,Right-arm off-spin,Batter,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Shubman%20Gill.png
PLY_0068,Anuj Rawat,India,Left-hand,,Wicketkeeper,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Anuj%20Rawat.png
PLY_0632,Tom Banton,Overseas,Right-hand,,Wicketkeeper,1,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Tom%20Banton.png
PLY_0272,Jos Buttler,Overseas,Right-hand,,Wicketkeeper,1,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Jos%20Buttler.png
PLY_0309,Kumar Kushagra,India,Right-hand,,Wicketkeeper,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Kumar%20Kushagra.png
PLY_0521,Sai Sudharsan,India,Left-hand,Right-arm off-spin,Batter,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Sai%20Sudharsan.png
PLY_0544,Shahrukh Khan,India,Right-hand,Right-arm off-spin,Batter,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Shahrukh%20Khan.png
PLY_0254,Jason Holder,Overseas,Right-hand,Right-arm fast,Allrounder,1,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Jason%20Holder.png
PLY_0206,Glenn Phillips,Overseas,Right-hand,Right-arm off-spin,Allrounder,1,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Glenn%20Phillips.png
PLY_0478,Rashid Khan,Overseas,Right-hand,Right-arm leg-spin,Allrounder,1,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Rashid%20Khan.png
PLY_0708,Nishant Sindhu,India,Left-hand,Left-arm off-spin,Allrounder,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Nishant%20Sindhu.png
PLY_0342,Manav Suthar,India,Left-hand,Left-arm off-spin,Allrounder,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Manav%20Suthar.png
PLY_0466,Rahul Tewatia,India,Left-hand,Right-arm leg-spin,Allrounder,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Rahul%20Tewatia.png
PLY_0673,Washington Sundar,India,Right-hand,Right-arm off-spin,Allrounder,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Washington%20Sundar.png
PLY_0075,Arshad Khan,India,Right-hand,Right-arm fast,Bowler,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Arshad%20Khan.png
PLY_0709,Ashok Sharma,India,Right-hand,Right-arm fast,Bowler,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Ashok%20Sharma.png
PLY_0710,Gurnoor Brar,India,Right-hand,Left-arm fast,Bowler,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Gurnoor%20Brar.png
PLY_0711,Kulwant Khejroliya,India,Left-hand,Left-arm fast,Bowler,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Kulwant%20Khejroliya.png
PLY_0383,Mohammed Siraj,India,Right-hand,Right-arm fast,Bowler,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Mohammed%20Siraj.png
PLY_0445,Prasidh Krishna,India,Right-hand,Right-arm fast,Bowler,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Prasidh%20Krishna.png
PLY_0282,Kagiso Rabada,Overseas,Right-hand,Right-arm fast,Bowler,1,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Kagiso%20Rabada.png
PLY_0520,Sai Kishore,India,Left-hand,Left-arm off-spin,Bowler,0,IPL_T20_GT,https://scores.iplt20.com/ipl/playerimages/Sai%20Kishore.png
